candidate_id,RR_um,rr_um,HH_um,LL_mm,alpha_out_1_C,k_out_W_mK,rho_out_kg_m3,alpha_in_1_C,k_in_W_mK,rho_in_kg_m3,E1_MPa,E2_MPa,Tc_C,Delta_C,shape_error,specific_blocking_force_mN_g,peak_stress_ratio,t90_s,feasible
C11,593.5574063106637,550.9078974506845,174.95601814837704,23.512353918631693,-0.00021748248107304508,1.6982311834605626,1046.0667061193406,0.00032251056387359433,1.7231702984615618,1083.7445527439,1495.606019413321,83.40537449576573,50.58871145386947,18.090523009644564,0.06816845677231528,30.76954301487514,0.6120000778384094,19.899118670834397,True
C12,1188.9640384512081,381.894319477082,255.83440512631353,55.469723809657715,0.0005659778502738481,1.2008247561857575,1144.582983235972,-0.0007000462515046107,0.7361725897989981,1044.506338664002,253.29791731892803,11.902718086891792,65.93651896753227,19.439058638370305,0.06608098205169435,32.70748770398278,0.6545026829555738,22.65249817562669,True
C13,938.7812809695699,583.8157551030952,101.44512696020529,33.80299108856478,-3.728760995711292e-05,1.3849196983761656,1309.4994197452847,0.00011793126957071985,1.1727086969360343,1404.4129956709244,742.3314762485245,50.46152646171542,67.29272708523769,32.90115444129927,0.048140847925691926,31.70023255322895,0.6904336692143928,58.23808844109953,True
C14,1245.43807738883,1069.1826024148359,202.91630283648846,66.70420816457803,0.0005448165874823727,0.6046723668574355,1254.161520158988,-0.0001513299724010763,0.8368970253710653,981.0345179413816,518.0609748582918,92.939875531949,74.42643313909215,33.9258873458868,0.03490345480628539,32.69646204240373,0.5806161135750147,34.461556750330345,True
C15,615.2469158625229,248.42166271689757,128.48128432563803,33.94605987786154,-0.00037011119129605615,1.344384422007924,1298.0931459302656,0.0004127279714131011,1.3957659954564723,1244.6964547425373,472.5773644195369,88.20710356071089,82.15012349092595,43.697397021908834,0.06228856954907756,31.21719882629321,0.5584228546469865,36.79031956601047,True
C16,1325.42346168515,208.34008420103854,91.91368227511731,35.0882371635284,-0.0001592388316821354,1.1121613690070276,1165.8788476094999,-0.00015697482975415638,1.5784789045374592,1368.4279503059495,600.0801112816561,4.754007178368922,69.2480921895765,44.47163664474994,0.05764690196509174,31.518926732007493,0.6461690625870484,56.896430411327565,True
C17,1112.848766888214,762.80080223038,80.62808293183976,19.40173042293393,0.00046552986888347874,1.6398324471691446,1042.5951149131317,0.00038831889108632204,1.0017450590922405,1309.9982099280946,304.0662920729168,70.69817163363105,65.83995312179714,49.5470774788992,0.0491250377191506,32.04835645910947,0.5388933979356072,65.15906388655841,True
C18,588.4369313599584,433.24292763726606,356.1342124927468,13.94372497802365,-0.0004492175245327181,1.4517011986130504,1143.6542131682072,0.0006368574827903212,1.2080957280824927,1115.3073785283275,715.5078313573407,42.769182233385564,80.12308066445581,25.27834125016002,0.021902489774320702,36.58123290679174,0.6974795064194856,38.01548980978383,True
C19,804.5371760634338,671.9477871182032,295.0362284307896,47.90165881939883,-7.456776945773624e-05,1.4070653846075116,1004.9648198905028,-3.488555768760087e-05,1.282565227130617,1397.7884109655595,896.6972671898617,76.30671462194809,48.3694173282681,36.690314595184304,0.06946002583096833,33.158671777434385,0.599949450963116,61.15084338838466,True
C20,569.1586275128124,259.1868032369339,240.93649048139645,14.276312227913975,5.157928983735524e-06,1.7893080758448003,1325.9658325393698,-0.00056773129696608,1.364937726320149,1147.9384091656077,559.1325992094521,92.59416583724538,53.05642653183841,26.69462718013326,0.04754796805164423,34.77351222113694,0.7303764123976274,21.574348779802495,True
C21,890.98632074733,534.0154940892235,227.07199498063588,78.43864868567961,-0.0007067976107533193,0.8447395839514029,1327.4549415756262,0.0006745230252019666,1.1588489829297064,1183.9025260673475,896.5465939564722,15.38018947059372,88.02238827421021,20.385835975586236,0.023205975004583913,35.5763736949404,0.624647962371409,46.80654006434376,True
C22,574.5382087670404,276.29728733494187,83.35275765395095,22.693900316466333,0.00023351502835472406,0.753760931730853,1383.9931217308633,-0.0001703663810429212,0.9977476142960224,1259.6051165069116,831.0611347954283,70.12004294418502,68.2735697604075,18.825999236417715,0.0478329637748333,39.89784395616719,0.794023713370349,19.105670676251187,True
C23,797.0754725830307,706.9182838711502,187.80082492273425,52.58098055031863,0.0006173103627597611,1.0225287660078104,1203.2649668550578,0.0004919847932592714,0.9194283623280746,1388.486456360118,1574.3580114004735,46.92055649448982,60.781472150424264,34.89290116639182,0.07208619288003369,36.04111975772501,0.6820122143745858,62.925692688767725,True
C24,967.9385816442364,469.38534938179146,422.3089390275753,66.3778588551248,-0.0002046334407477512,1.0670796580687054,1190.0819602598212,-0.000266523116441852,1.066630408299169,1039.9047730704208,1177.8057179893754,29.12147727085636,83.2917766471388,36.89025269581067,0.03345627008216545,34.12619391034813,0.7639895414076829,19.397249205898365,True
C25,1187.7636716713428,426.07249922767505,172.30531529587347,70.83346861307787,0.00023350100387561586,1.4545895520911918,1283.979127771592,-0.0006437668563568818,1.1107483679531187,1405.5709138870502,487.94821486545163,11.25143743591846,50.99896641285676,14.47236060100391,0.030364250722218294,36.896667070840806,0.6632444433320281,60.77933333683821,True
C26,768.955109422929,524.0727762506367,286.28005308093964,49.45541702139867,0.0006903843321330683,1.2903851371981547,1020.1440369562553,7.612761858511222e-06,1.4438620867603627,1234.8590791618303,1513.550947517031,61.509814621517194,71.953870413061,27.896434446032266,0.0830613571882501,34.99670585464922,0.5668711488330028,39.143470218341314,True
C27,1047.1572482460022,855.272812664972,416.7121057270646,36.10101863113677,9.80770073111736e-05,1.0823686843657665,1192.7152902030596,0.0008693842128137529,0.8727391818528003,1390.1738814769822,1477.292438654891,14.549785623258707,66.35425603741139,44.91200104066128,0.031063471137240194,35.218347602858884,0.7748101254857723,19.47241325971303,True
C28,1390.3747398907583,1151.0596110321171,296.9702302107867,27.5969762347085,-0.0006333975806405424,1.4103927595758965,1233.8759175608207,0.0006808846258434683,1.3630447385411684,1011.0599300997047,428.9901764200339,111.20020821372063,68.25673054352268,48.306955345529104,0.04179656059564256,35.182052706548305,0.7536247683807084,61.398203946077345,True
C29,663.7608797386065,302.5204552873556,132.5048886777272,55.76425150598386,0.0002736679608354251,1.3578817895883284,1262.4895577828092,-0.00020367506052475877,1.247808898580765,1165.5002407936693,307.997038006266,26.539749285034734,45.33203941201223,18.182702624800683,0.06946709302842786,33.12787676413236,0.6842464857059862,25.581167071290533,True
C30,708.8383573392906,295.34291144398946,433.734648589274,49.930132886930835,-0.000610103946147299,1.4912446977333298,1413.6514411145367,-0.00018105900889627067,0.7523427427501646,1101.7015399118732,878.4050729756385,3.7435675749822814,82.94211381739095,45.74402526363057,0.02452773250365191,30.053602605724663,0.7932823316457142,54.61106051019302,True
C31,1013.6617804439065,880.5770172628235,262.15233080663387,44.541165185652815,-0.00035000445703813694,1.280183566565033,1039.6482529704517,0.00023379716634631433,1.4285483657906752,1291.2988260501704,663.1859982626131,117.92965601177515,45.4299344886588,43.63755548553925,0.033353375028151735,36.05287200847981,0.5930956806522325,36.43437793524816,True
C32,1072.3090209225636,659.5212702330098,447.2095869039119,79.73766801513898,-0.00016743185026057408,1.0210448806189438,1229.5556469788094,-0.000384316321487685,1.7449017305594712,1143.1325620554503,342.4174993390942,46.31290648245565,64.15058694999733,25.538756040681257,0.03487761982764599,33.0189508659406,0.764735503508786,18.678865082510082,True
C33,544.7621943345491,457.0667138992311,330.3742872143972,17.242994562583625,4.062909950169587e-05,1.4646005015487367,1120.6870731752467,-8.550366682857555e-05,1.4837018480843223,1395.8517317748037,732.0610209308678,108.79296733385137,66.18924265836186,12.129717674471774,0.07049488453583762,42.509860627698956,0.5745746875733351,29.057685553824243,True
C34,702.1417683971949,407.7704771522786,157.74648316650936,20.61374359767546,0.0004239614269785086,0.650693860968729,1405.6093504865166,0.000420854769974464,1.45258326666043,1343.6115959890299,1042.0238482017648,74.36137584254466,52.596960436122636,38.080476228390026,0.04411004425186178,35.3081103887828,0.7545404730910454,31.48683423422962,True
C35,850.8383550766732,354.086451239149,156.04410218086238,59.705182895976414,-0.0008567533704664925,1.1139282347586987,1093.2050704192225,-0.0003321756910892781,1.721951247373156,1193.1880732744698,666.4957438385582,30.36388986754839,70.01613730430532,30.52873438870742,0.0673925115562115,30.59006633808297,0.7140998437988071,53.55666909988074,True
C36,1197.0179308075433,650.7792886344032,389.2331140281858,11.695690087051869,-0.00018238784816669606,1.3282020989140584,1093.9593322721403,-0.00035335058555801635,0.7932147694172743,1283.8980743316306,614.7754147355138,110.25067779211065,63.13141684764312,48.91893621553755,0.04582770151939272,41.870876539112984,0.6964067854110932,32.47845579092955,True
