scenario,level,method,seed,normalized_HV,feasible_fraction
geometry_tolerance_pct,2,Frank-WT MF-PIRN,7,0.924063541818842,0.9377656019255329
geometry_tolerance_pct,2,Frank-WT MF-PIRN,8,0.9248298820188523,0.9108416696025845
geometry_tolerance_pct,2,Frank-WT MF-PIRN,9,0.9181048350738149,0.9344595321250695
geometry_tolerance_pct,2,Frank-WT MF-PIRN,10,0.9263555985593014,0.8958878439470835
geometry_tolerance_pct,2,Frank-WT MF-PIRN,11,0.9339721832182553,0.9117910886557105
geometry_tolerance_pct,2,Frank-WT MF-PIRN,12,0.9234453499271285,0.9060459001057188
geometry_tolerance_pct,2,Frank-WT MF-PIRN,13,0.9135651634982342,0.941269520524616
geometry_tolerance_pct,2,Frank-WT MF-PIRN,14,0.912356625096434,0.8959656290747284
geometry_tolerance_pct,2,Frank-WT MF-PIRN,15,0.922224260989146,0.8972688149737787
geometry_tolerance_pct,2,Frank-WT MF-PIRN,16,0.9188184569669264,0.9247204893490559
geometry_tolerance_pct,2,Frank-WT MF-PIRN,17,0.9195971961484167,0.924239572731829
geometry_tolerance_pct,2,Frank-WT MF-PIRN,18,0.9270571880999212,0.9015040776705383
geometry_tolerance_pct,2,Frank-WT MF-PIRN,19,0.9190559533966545,0.9197444537736456
geometry_tolerance_pct,2,Frank-WT MF-PIRN,20,0.920557895853235,0.9198608358203095
geometry_tolerance_pct,4,Frank-WT MF-PIRN,1,0.9114119136870404,0.8869708374353362
geometry_tolerance_pct,4,Frank-WT MF-PIRN,2,0.930729110367,0.9079630997436426
geometry_tolerance_pct,4,Frank-WT MF-PIRN,3,0.9157928164985648,0.8909488404130803
geometry_tolerance_pct,4,Frank-WT MF-PIRN,4,0.904229424832816,0.8919196811692521
geometry_tolerance_pct,4,Frank-WT MF-PIRN,5,0.9230673697921262,0.8825676950220812
geometry_tolerance_pct,4,Frank-WT MF-PIRN,6,0.9219424328693857,0.8948120218858154
geometry_tolerance_pct,4,Frank-WT MF-PIRN,7,0.9129627228765641,0.8882561555391216
geometry_tolerance_pct,4,Frank-WT MF-PIRN,8,0.9113468984318263,0.881250392147415
geometry_tolerance_pct,4,Frank-WT MF-PIRN,9,0.9144313992970152,0.9111448735445575
geometry_tolerance_pct,4,Frank-WT MF-PIRN,10,0.9144510040953405,0.8859060691292496
geometry_tolerance_pct,4,Frank-WT MF-PIRN,11,0.9148055899246931,0.9084621893188206
geometry_tolerance_pct,4,Frank-WT MF-PIRN,12,0.909073707885149,0.907557172387219
geometry_tolerance_pct,4,Frank-WT MF-PIRN,13,0.9131752983841558,0.8556805575276216
geometry_tolerance_pct,4,Frank-WT MF-PIRN,14,0.9222564623766762,0.8950799808344969
geometry_tolerance_pct,4,Frank-WT MF-PIRN,15,0.9095572835612636,0.9075827973046916
geometry_tolerance_pct,4,Frank-WT MF-PIRN,16,0.906462243513117,0.9163664321385774
geometry_tolerance_pct,4,Frank-WT MF-PIRN,17,0.9098905437967884,0.8939306650294353
geometry_tolerance_pct,4,Frank-WT MF-PIRN,18,0.9122438107931473,0.8710064992831007
geometry_tolerance_pct,4,Frank-WT MF-PIRN,19,0.9124928105996999,0.8850640233510823
geometry_tolerance_pct,4,Frank-WT MF-PIRN,20,0.9186624968044255,0.8847390691335769
geometry_tolerance_pct,6,Frank-WT MF-PIRN,1,0.9041937073546137,0.8637250682634063
geometry_tolerance_pct,6,Frank-WT MF-PIRN,2,0.9053525618383476,0.8699164749416191
geometry_tolerance_pct,6,Frank-WT MF-PIRN,3,0.8951338825604671,0.8382221099767806
geometry_tolerance_pct,6,Frank-WT MF-PIRN,4,0.9009825271699958,0.8461141368628924
geometry_tolerance_pct,6,Frank-WT MF-PIRN,5,0.9068522917684055,0.879726426820474
geometry_tolerance_pct,6,Frank-WT MF-PIRN,6,0.9092230327965749,0.8592568317271781
geometry_tolerance_pct,6,Frank-WT MF-PIRN,7,0.909973714304009,0.869116010260057
geometry_tolerance_pct,6,Frank-WT MF-PIRN,8,0.9051650813848392,0.8832434752182448
geometry_tolerance_pct,6,Frank-WT MF-PIRN,9,0.8938178994812884,0.8820858530018655
geometry_tolerance_pct,6,Frank-WT MF-PIRN,10,0.9139225135201607,0.8822321707411285
geometry_tolerance_pct,6,Frank-WT MF-PIRN,11,0.9025005252483657,0.8754503045896178
geometry_tolerance_pct,6,Frank-WT MF-PIRN,12,0.8998147532477473,0.8599987971299309
geometry_tolerance_pct,6,Frank-WT MF-PIRN,13,0.9085570017027691,0.8860466973521812
geometry_tolerance_pct,6,Frank-WT MF-PIRN,14,0.9068599527823642,0.8748575832314968
geometry_tolerance_pct,6,Frank-WT MF-PIRN,15,0.9047016701431155,0.8776024959361902
geometry_tolerance_pct,6,Frank-WT MF-PIRN,16,0.9073051681274716,0.8721047632095389
geometry_tolerance_pct,6,Frank-WT MF-PIRN,17,0.8939082088385141,0.8782584454866355
geometry_tolerance_pct,6,Frank-WT MF-PIRN,18,0.9088590032184346,0.8616154185308129
geometry_tolerance_pct,6,Frank-WT MF-PIRN,19,0.8924263179609194,0.8822764439968589
geometry_tolerance_pct,6,Frank-WT MF-PIRN,20,0.8960146897183099,0.8638512373843945
geometry_tolerance_pct,0,MF-HVKG,1,0.9092391190312951,0.9005749021421584
geometry_tolerance_pct,0,MF-HVKG,2,0.9067436382792631,0.9501902288660252
geometry_tolerance_pct,0,MF-HVKG,3,0.9001661538288068,0.9130127032249841
geometry_tolerance_pct,0,MF-HVKG,4,0.9025728384568071,0.948445627635753
geometry_tolerance_pct,0,MF-HVKG,5,0.895272858993318,0.9128290450302022
geometry_tolerance_pct,0,MF-HVKG,6,0.906318810057137,0.9529939249925421
geometry_tolerance_pct,0,MF-HVKG,7,0.8879732443387518,0.9315099987408154
geometry_tolerance_pct,0,MF-HVKG,8,0.9085807570732006,0.9445183781151263
geometry_tolerance_pct,0,MF-HVKG,9,0.8914268510337359,0.9544510661625925
geometry_tolerance_pct,0,MF-HVKG,10,0.9101940148752382,0.9500509934906031
geometry_tolerance_pct,0,MF-HVKG,11,0.9027156894346763,0.930728627195698
geometry_tolerance_pct,0,MF-HVKG,12,0.8931990095880331,0.9332195631866294
geometry_tolerance_pct,0,MF-HVKG,13,0.906988523801653,0.9206062303269501
geometry_tolerance_pct,0,MF-HVKG,14,0.8981572921341188,0.9387976570129435
geometry_tolerance_pct,0,MF-HVKG,15,0.9044429381152829,0.9567571995333892
geometry_tolerance_pct,0,MF-HVKG,16,0.8946521507089964,0.9471442007796179
geometry_tolerance_pct,0,MF-HVKG,17,0.9026545402294611,0.9553746040315477
geometry_tolerance_pct,0,MF-HVKG,18,0.9144167758768793,0.9173202419415319
geometry_tolerance_pct,0,MF-HVKG,19,0.9011430359375336,0.9433620455688206
geometry_tolerance_pct,0,MF-HVKG,20,0.9000061916304365,0.9591215653211599
geometry_tolerance_pct,1,MF-HVKG,1,0.9029726258599472,0.9239316515687224
geometry_tolerance_pct,1,MF-HVKG,2,0.8954569954940454,0.9142044500205014
geometry_tolerance_pct,1,MF-HVKG,3,0.8994558563211464,0.914413519250636
geometry_tolerance_pct,1,MF-HVKG,4,0.895695593467982,0.9324285845317556
geometry_tolerance_pct,1,MF-HVKG,5,0.9003497610326255,0.9088267519425449
geometry_tolerance_pct,1,MF-HVKG,6,0.8803427656364571,0.9348378265397514
geometry_tolerance_pct,1,MF-HVKG,7,0.8995451501489463,0.9370001196694205
geometry_tolerance_pct,1,MF-HVKG,8,0.899725846869952,0.9350159078558229
geometry_tolerance_pct,1,MF-HVKG,9,0.8918267599331267,0.8943556946977131
geometry_tolerance_pct,1,MF-HVKG,10,0.8907407815840443,0.9237313663420831
geometry_tolerance_pct,1,MF-HVKG,11,0.8954611917346466,0.8991384054370503
geometry_tolerance_pct,1,MF-HVKG,12,0.8924171742590422,0.9178821809559263
geometry_tolerance_pct,1,MF-HVKG,13,0.899388823777324,0.8958832275064638
geometry_tolerance_pct,1,MF-HVKG,14,0.9015624011179982,0.956254309824214
geometry_tolerance_pct,1,MF-HVKG,15,0.9017288039228928,0.9242404323349102
geometry_tolerance_pct,1,MF-HVKG,16,0.8980055363814404,0.9111860843678165
geometry_tolerance_pct,1,MF-HVKG,17,0.8979798121259426,0.9126231536961819
geometry_tolerance_pct,1,MF-HVKG,18,0.8945340560297809,0.9247343610370675
geometry_tolerance_pct,1,MF-HVKG,19,0.8980799913165353,0.9534790905714714
geometry_tolerance_pct,1,MF-HVKG,20,0.9076903897539511,0.9201721046569411
geometry_tolerance_pct,2,MF-HVKG,1,0.8934111055776518,0.8949110888501943
geometry_tolerance_pct,2,MF-HVKG,2,0.8887904617914867,0.8956840323182277
geometry_tolerance_pct,2,MF-HVKG,3,0.8945116058772273,0.9147738687835227
geometry_tolerance_pct,2,MF-HVKG,4,0.8839169704760383,0.9098262265959464
geometry_tolerance_pct,2,MF-HVKG,5,0.8844139356431775,0.9137504444692796
geometry_tolerance_pct,2,MF-HVKG,6,0.8821687959677097,0.9355934351076836
geometry_tolerance_pct,2,MF-HVKG,7,0.9075351153795943,0.921705221579894
geometry_tolerance_pct,2,MF-HVKG,8,0.8933270273393087,0.9103911462600489
geometry_tolerance_pct,2,MF-HVKG,9,0.8807404566592449,0.911880682289688
geometry_tolerance_pct,2,MF-HVKG,10,0.8995405880244239,0.8947523996537081
geometry_tolerance_pct,2,MF-HVKG,11,0.8854958843843631,0.9162214368936699
geometry_tolerance_pct,2,MF-HVKG,12,0.8800860422977759,0.934266707162717
geometry_tolerance_pct,2,MF-HVKG,13,0.8824572458604888,0.9000186386500376
geometry_tolerance_pct,2,MF-HVKG,14,0.894479743082844,0.9236557258542245
geometry_tolerance_pct,2,MF-HVKG,15,0.8920154709535077,0.9269124045359263
geometry_tolerance_pct,2,MF-HVKG,16,0.8891367808215584,0.9281212905892183
geometry_tolerance_pct,2,MF-HVKG,17,0.8773143638761757,0.9273600185249995
geometry_tolerance_pct,2,MF-HVKG,18,0.8927519705916878,0.921546413870228
geometry_tolerance_pct,2,MF-HVKG,19,0.8884660258376094,0.8923494399566305
geometry_tolerance_pct,2,MF-HVKG,20,0.88862432963902,0.9242543695803715
geometry_tolerance_pct,4,MF-HVKG,1,0.8764537683145773,0.8590596577791437
geometry_tolerance_pct,4,MF-HVKG,2,0.8695887105922679,0.8692121680754151
geometry_tolerance_pct,4,MF-HVKG,3,0.873143121462876,0.8851701526216554
geometry_tolerance_pct,4,MF-HVKG,4,0.8767323588632158,0.8827105640263647
geometry_tolerance_pct,4,MF-HVKG,5,0.8847075749976577,0.877713169821104
geometry_tolerance_pct,4,MF-HVKG,6,0.8852170613932777,0.8795320693092153
geometry_tolerance_pct,4,MF-HVKG,7,0.874362868250676,0.874944731916224
geometry_tolerance_pct,4,MF-HVKG,8,0.8743749929427549,0.876579071908307
geometry_tolerance_pct,4,MF-HVKG,9,0.8852833139565942,0.880591918013172
geometry_tolerance_pct,4,MF-HVKG,10,0.8872489915044294,0.884271817347295
geometry_tolerance_pct,4,MF-HVKG,11,0.8751205502604527,0.8775762308428586
geometry_tolerance_pct,4,MF-HVKG,12,0.8741883055319776,0.8546315518613198
geometry_tolerance_pct,4,MF-HVKG,13,0.883190970733293,0.8542770993235188
geometry_tolerance_pct,4,MF-HVKG,14,0.8747684775864674,0.8812573535699738
geometry_tolerance_pct,4,MF-HVKG,15,0.8691867451582027,0.8862504058559589
geometry_tolerance_pct,4,MF-HVKG,16,0.8849214190640663,0.8404581734195148
geometry_tolerance_pct,4,MF-HVKG,17,0.8805711986867635,0.8731482362772137
geometry_tolerance_pct,4,MF-HVKG,18,0.8847324102334534,0.8868486314807383
geometry_tolerance_pct,4,MF-HVKG,19,0.8811472245552969,0.8906599758347596
geometry_tolerance_pct,4,MF-HVKG,20,0.8700605950629224,0.8650902094451686
geometry_tolerance_pct,6,MF-HVKG,1,0.8550657990794682,0.8452357209555443
geometry_tolerance_pct,6,MF-HVKG,2,0.8568767059888835,0.8318286545721447
geometry_tolerance_pct,6,MF-HVKG,3,0.868071289779289,0.8295494784975731
geometry_tolerance_pct,6,MF-HVKG,4,0.8603227219696206,0.8402596969383176
geometry_tolerance_pct,6,MF-HVKG,5,0.865837893525788,0.8436237926723393
geometry_tolerance_pct,6,MF-HVKG,6,0.8552776028256317,0.8493341848410829
geometry_tolerance_pct,6,MF-HVKG,7,0.8714352425423312,0.8142594888942494
geometry_tolerance_pct,6,MF-HVKG,8,0.8604453495302864,0.8051956386124097
geometry_tolerance_pct,6,MF-HVKG,9,0.8505857802430598,0.8332777852079013
geometry_tolerance_pct,6,MF-HVKG,10,0.8719258333180845,0.8387686493219264
geometry_tolerance_pct,6,MF-HVKG,11,0.873102992547797,0.8328669381679004
geometry_tolerance_pct,6,MF-HVKG,12,0.864180228091898,0.8403041959758325
geometry_tolerance_pct,6,MF-HVKG,13,0.8690834015622166,0.8418447473682283
geometry_tolerance_pct,6,MF-HVKG,14,0.8706999231543189,0.849667937461014
geometry_tolerance_pct,6,MF-HVKG,15,0.8720480569619367,0.8119052028876009
geometry_tolerance_pct,6,MF-HVKG,16,0.8707675619278618,0.8516349813398478
geometry_tolerance_pct,6,MF-HVKG,17,0.8650659372223408,0.8435795945616341
geometry_tolerance_pct,6,MF-HVKG,18,0.8616353281256639,0.8417773265659
geometry_tolerance_pct,6,MF-HVKG,19,0.8596559502982618,0.8290399194020801
geometry_tolerance_pct,6,MF-HVKG,20,0.8594631401473782,0.8358989978649184
geometry_tolerance_pct,0,qLogNEHVI,1,0.9001748877987511,0.9265531298595104
geometry_tolerance_pct,0,qLogNEHVI,2,0.9047511205749644,0.9435692369835109
geometry_tolerance_pct,0,qLogNEHVI,3,0.8896092576200457,0.9265807814002024
geometry_tolerance_pct,0,qLogNEHVI,4,0.8919179179073523,0.9607205302921561
geometry_tolerance_pct,0,qLogNEHVI,5,0.8944859198590059,0.968358630079502
geometry_tolerance_pct,0,qLogNEHVI,6,0.9010743506219254,0.9417787435996023
geometry_tolerance_pct,0,qLogNEHVI,7,0.9008705250728422,0.9513979216036723
geometry_tolerance_pct,0,qLogNEHVI,8,0.8934458077164571,0.9398984876781061
geometry_tolerance_pct,0,qLogNEHVI,9,0.894813876616111,0.904842485147364
geometry_tolerance_pct,0,qLogNEHVI,10,0.8932039379022325,0.9416811691543663
geometry_tolerance_pct,0,qLogNEHVI,11,0.9035444714712032,0.9596375337337004
geometry_tolerance_pct,0,qLogNEHVI,12,0.8944042543335017,0.9510176200265062
geometry_tolerance_pct,0,qLogNEHVI,13,0.8946673246874969,0.9115400194036313
geometry_tolerance_pct,0,qLogNEHVI,14,0.8962520851453606,0.9272865492749895
geometry_tolerance_pct,0,qLogNEHVI,15,0.8963022977537396,0.9290455972209203
geometry_tolerance_pct,0,qLogNEHVI,16,0.9030930826512623,0.941005517260075
geometry_tolerance_pct,0,qLogNEHVI,17,0.8874463028570232,0.937640331137884
geometry_tolerance_pct,0,qLogNEHVI,18,0.8968312873631283,0.948247642336254
geometry_tolerance_pct,0,qLogNEHVI,19,0.8919384406920801,0.9388682793914578
geometry_tolerance_pct,0,qLogNEHVI,20,0.8967682505805665,0.9332930167128592
geometry_tolerance_pct,1,qLogNEHVI,1,0.8883660503063324,0.9370893372834076
geometry_tolerance_pct,1,qLogNEHVI,2,0.8798345719912909,0.9056795862785205
geometry_tolerance_pct,1,qLogNEHVI,3,0.8906503563327086,0.9484684076573577
geometry_tolerance_pct,1,qLogNEHVI,4,0.8952005584935823,0.9238039851250541
geometry_tolerance_pct,1,qLogNEHVI,5,0.8874361772430691,0.9242366403014928
geometry_tolerance_pct,1,qLogNEHVI,6,0.8760226683562861,0.908852323431253
geometry_tolerance_pct,1,qLogNEHVI,7,0.8947168873997052,0.9126493723443828
geometry_tolerance_pct,1,qLogNEHVI,8,0.8982207780832481,0.9387334697778161
geometry_tolerance_pct,1,qLogNEHVI,9,0.8801424263504134,0.9250330127573042
geometry_tolerance_pct,1,qLogNEHVI,10,0.9007827725799108,0.9271941994647993
geometry_tolerance_pct,1,qLogNEHVI,11,0.8918654056676957,0.9088912406589957
geometry_tolerance_pct,1,qLogNEHVI,12,0.9033933744471373,0.9307238262576064
geometry_tolerance_pct,1,qLogNEHVI,13,0.8830200791119525,0.9054092232164849
geometry_tolerance_pct,1,qLogNEHVI,14,0.8864394929470105,0.9328504671437202
geometry_tolerance_pct,1,qLogNEHVI,15,0.8886431757489868,0.9215829037960629
geometry_tolerance_pct,1,qLogNEHVI,16,0.8902201764695629,0.9250243495150047
geometry_tolerance_pct,1,qLogNEHVI,17,0.8872766109079435,0.9160871405326426
geometry_tolerance_pct,1,qLogNEHVI,18,0.8934969798781827,0.917468886015117
geometry_tolerance_pct,1,qLogNEHVI,19,0.8961096312547321,0.9239685775372593
geometry_tolerance_pct,1,qLogNEHVI,20,0.9064905489291907,0.9301657677170923
geometry_tolerance_pct,2,qLogNEHVI,1,0.888674825240471,0.9118181341860315
geometry_tolerance_pct,2,qLogNEHVI,2,0.8898079184388146,0.92860137887913
geometry_tolerance_pct,2,qLogNEHVI,3,0.8856390669008689,0.8716070178786178
geometry_tolerance_pct,2,qLogNEHVI,4,0.8826623078634231,0.906623055612053
geometry_tolerance_pct,2,qLogNEHVI,5,0.8930438129629722,0.8938788618876902
geometry_tolerance_pct,2,qLogNEHVI,6,0.8914693041153863,0.9348256772319169
geometry_tolerance_pct,2,qLogNEHVI,7,0.8835556284816326,0.8873211412661837
geometry_tolerance_pct,2,qLogNEHVI,8,0.8810926787925744,0.8978498646259332
geometry_tolerance_pct,2,qLogNEHVI,9,0.8855081959249642,0.9074086522160706
geometry_tolerance_pct,2,qLogNEHVI,10,0.8841054311803281,0.8800987943973178
geometry_tolerance_pct,2,qLogNEHVI,11,0.8885491748552936,0.9317391610516654
geometry_tolerance_pct,2,qLogNEHVI,12,0.8840408806355786,0.9222600217105585
geometry_tolerance_pct,2,qLogNEHVI,13,0.8767399562859984,0.905497203709921
geometry_tolerance_pct,2,qLogNEHVI,14,0.8861444166034562,0.9277213883367756
geometry_tolerance_pct,2,qLogNEHVI,15,0.8926583354234379,0.8658653786694993
geometry_tolerance_pct,2,qLogNEHVI,16,0.8922905675955654,0.8818025804981832
geometry_tolerance_pct,2,qLogNEHVI,17,0.8877486952879731,0.9016184898017366
geometry_tolerance_pct,2,qLogNEHVI,18,0.8905658502144006,0.9139470653849858
geometry_tolerance_pct,2,qLogNEHVI,19,0.8948157861532257,0.9062531678893238
geometry_tolerance_pct,2,qLogNEHVI,20,0.8880378124587467,0.8937832687248145
geometry_tolerance_pct,4,qLogNEHVI,1,0.8755120937517868,0.8788830158175693
geometry_tolerance_pct,4,qLogNEHVI,2,0.8683523213162879,0.9037309764870489
geometry_tolerance_pct,4,qLogNEHVI,3,0.871585092495383,0.8588659395530902
geometry_tolerance_pct,4,qLogNEHVI,4,0.8722561840087945,0.8458808707552589
geometry_tolerance_pct,4,qLogNEHVI,5,0.8777307845359564,0.8604357041008933
geometry_tolerance_pct,4,qLogNEHVI,6,0.8745544022474571,0.8550592180035718
geometry_tolerance_pct,4,qLogNEHVI,7,0.8669189071772089,0.872160867808534
geometry_tolerance_pct,4,qLogNEHVI,8,0.874305749860458,0.8661648158033957
geometry_tolerance_pct,4,qLogNEHVI,9,0.8726112970724749,0.8644599867116489
geometry_tolerance_pct,4,qLogNEHVI,10,0.8697347203881007,0.8828026633951293
geometry_tolerance_pct,4,qLogNEHVI,11,0.8680854643008699,0.8427881610444388
geometry_tolerance_pct,4,qLogNEHVI,12,0.8721653331972271,0.8708098190854581
geometry_tolerance_pct,4,qLogNEHVI,13,0.8707430657278428,0.8717980666598332
geometry_tolerance_pct,4,qLogNEHVI,14,0.8651649020664595,0.862641036607698
geometry_tolerance_pct,4,qLogNEHVI,15,0.8811709931671897,0.8619334838777937
geometry_tolerance_pct,4,qLogNEHVI,16,0.8649557580568693,0.8858978321939414
geometry_tolerance_pct,4,qLogNEHVI,17,0.8662830038843772,0.8607123291408917
geometry_tolerance_pct,4,qLogNEHVI,18,0.8724654870320324,0.8703939260218414
geometry_tolerance_pct,4,qLogNEHVI,19,0.8834942390612487,0.8849423926414617
geometry_tolerance_pct,4,qLogNEHVI,20,0.8714164345595782,0.8595139132668039
geometry_tolerance_pct,6,qLogNEHVI,1,0.8525752498172214,0.8409702916988463
geometry_tolerance_pct,6,qLogNEHVI,2,0.8535850217030877,0.8439767784863775
geometry_tolerance_pct,6,qLogNEHVI,3,0.8588880377791407,0.8394596297482053
geometry_tolerance_pct,6,qLogNEHVI,4,0.8750115900424659,0.8261406962433604
geometry_tolerance_pct,6,qLogNEHVI,5,0.8593040027003203,0.8296774013486609
geometry_tolerance_pct,6,qLogNEHVI,6,0.8545897117999789,0.8430658152307694
geometry_tolerance_pct,6,qLogNEHVI,7,0.8562259184271684,0.830360456419487
geometry_tolerance_pct,6,qLogNEHVI,8,0.8570434856394273,0.8153489743731702
geometry_tolerance_pct,6,qLogNEHVI,9,0.8736185512903167,0.8569660355812014
geometry_tolerance_pct,6,qLogNEHVI,10,0.8625498935042625,0.8311218149057891
geometry_tolerance_pct,6,qLogNEHVI,11,0.8564712221502878,0.8411281896784553
geometry_tolerance_pct,6,qLogNEHVI,12,0.8671804689816557,0.8240021043167968
geometry_tolerance_pct,6,qLogNEHVI,13,0.8508548251871109,0.8384514991183023
geometry_tolerance_pct,6,qLogNEHVI,14,0.8680808098929189,0.8527135392267677
geometry_tolerance_pct,6,qLogNEHVI,15,0.8471681959873494,0.8492377393110825
geometry_tolerance_pct,6,qLogNEHVI,16,0.8678104497592302,0.8422471405692521
geometry_tolerance_pct,6,qLogNEHVI,17,0.8608433256670486,0.8176192204212394
geometry_tolerance_pct,6,qLogNEHVI,18,0.8674365321085726,0.8251012923723879
geometry_tolerance_pct,6,qLogNEHVI,19,0.8599988250533969,0.8514754452790904
geometry_tolerance_pct,6,qLogNEHVI,20,0.8588619803880273,0.8198025452926161
geometry_tolerance_pct,0,PHSEA,1,0.8898866685946624,0.9493138351164402
geometry_tolerance_pct,0,PHSEA,2,0.8946144410992642,0.9576468798164819
geometry_tolerance_pct,0,PHSEA,3,0.8797742517670585,0.9546848230342869
geometry_tolerance_pct,0,PHSEA,4,0.8904185895198369,0.948054064926802
geometry_tolerance_pct,0,PHSEA,5,0.8901553341693068,0.942458323563272
geometry_tolerance_pct,0,PHSEA,6,0.8865320371745299,0.9439208842741432
geometry_tolerance_pct,0,PHSEA,7,0.8916703259793661,0.9269532665131068
geometry_tolerance_pct,0,PHSEA,8,0.8968218779198381,0.9526715373164509
geometry_tolerance_pct,0,PHSEA,9,0.8904660767569017,0.9312547495076363
geometry_tolerance_pct,0,PHSEA,10,0.8892221737084901,0.9334631323208112
geometry_tolerance_pct,0,PHSEA,11,0.8764571979932999,0.9064167017997049
geometry_tolerance_pct,0,PHSEA,12,0.8842850438108802,0.9428086795634445
geometry_tolerance_pct,0,PHSEA,13,0.8847758925212701,0.9442181070953284
geometry_tolerance_pct,0,PHSEA,14,0.8925971822280725,0.9481661508441265
geometry_tolerance_pct,0,PHSEA,15,0.8849087781308917,0.9200498098824912
geometry_tolerance_pct,0,PHSEA,16,0.891646879539333,0.9622272456477581
geometry_tolerance_pct,0,PHSEA,17,0.8904547561715631,0.952552511707408
geometry_tolerance_pct,0,PHSEA,18,0.8881276010935628,0.9229599042340662
