model,case_id,shape_MAE,blocking_force_MAPE,stress_MAPE,director_angle_MAE_deg,pitch_MAE_mm,equilibrium_residual,runtime_relative
B0 effective E(T),29,0.08572233473926634,0.16657161878902446,0.16511957994566046,0.2,0.15732694618145265,0.0110693674687316,0.3661563639995806
B0 effective E(T),30,0.07219964918263636,0.15859988604294153,0.14413478620805414,0.2,0.13562709351909952,0.013424042254918868,0.45284045772232023
B0 effective E(T),31,0.11197922535423832,0.16580949400133088,0.14295497291769235,0.2,0.12230740758947332,0.014532615131911352,0.3802250226030839
B0 effective E(T),32,0.1050107440101885,0.18810017088181677,0.15382659836669313,0.2,0.12309490055337317,0.012058610526740761,0.5097308619707926
B0 effective E(T),33,0.10684296501220751,0.14091830444695158,0.16653534700106884,0.2,0.13735567537361543,0.012950332655273365,0.58941648524807
B0 effective E(T),34,0.10832247456770148,0.16276848303699087,0.17072242349381783,0.2,0.14459128005131483,0.01439395344593615,0.3607092874750956
B0 effective E(T),35,0.12910763089684352,0.15338173797461263,0.13669377048709191,0.2,0.14003421250323317,0.013588730693278346,0.2838919502078306
B0 effective E(T),36,0.09135172936615445,0.17522563206704758,0.15226491018656357,0.2,0.15216628035516738,0.012918650898801719,0.5220034550816508
B0 effective E(T),37,0.08612804008269234,0.18048333174950779,0.1709927463861712,0.2,0.14374994701389324,0.011863521676750905,0.30240317249189
B0 effective E(T),38,0.09817657403840388,0.2080817129866667,0.17431721283444196,0.2,0.13641759086963184,0.014093719949298776,0.3336171882560035
B0 effective E(T),39,0.08993818739830671,0.19581191185733238,0.1482849331853433,0.2,0.11255548446592216,0.011988143748190207,0.5691986053955502
B0 effective E(T),40,0.128319183619709,0.16589277850347153,0.1601611839224408,0.2,0.1399020538461924,0.01198122226280614,0.4113129696530558
B0 effective E(T),41,0.11798958465075106,0.1726462280449473,0.18313422954691627,0.2,0.1190449021436997,0.014206096522323356,0.42646042029769127
B0 effective E(T),42,0.10059746359661079,0.19008391352272042,0.1963866673916833,0.2,0.170714643697556,0.011017718747144236,0.2563807172318898
B0 effective E(T),43,0.118516946336384,0.20669816527052753,0.1365318772105557,0.2,0.1326125412039442,0.012262953033966574,0.36852756437149803
B0 effective E(T),44,0.11137873840230014,0.1566400713431485,0.1207028128794437,0.2,0.17099864211001997,0.012508862678258148,0.49135259456501085
B0 effective E(T),45,0.10712472170269662,0.19930986087782993,0.1696549333629004,0.2,0.13818116437740344,0.01211317407298987,0.329683438943023
B0 effective E(T),46,0.11632409590929874,0.19123085806842793,0.1592392693616132,0.2,0.14752707067064658,0.01230974962772724,0.4852485973178963
B0 effective E(T),47,0.10935566989143236,0.2296397416113682,0.17354162408917756,0.2,0.14440922491309738,0.009544582012192075,0.3458197193834537
B0 effective E(T),48,0.11082097851314605,0.14950687140459437,0.17249906918327734,0.2,0.18001848508570212,0.010678363397172947,0.4923628980553467
B0 effective E(T),49,0.08354478622673658,0.17952573171307312,0.16315148413493477,0.2,0.13047587795187637,0.01396567518704282,0.6394250908555725
B0 effective E(T),50,0.08120629181342776,0.21581605757418504,0.1388264687019671,0.2,0.1733154008810732,0.010597396892063066,0.2
B0 effective E(T),51,0.1322963877110091,0.18108842441431494,0.15660897181253125,0.2,0.11523603123061626,0.00888546090145453,0.3055547711135812
B0 effective E(T),52,0.09253519322610837,0.19100729402525263,0.1362373944375233,0.2,0.13715452862724758,0.013285250056570521,0.45919462209966444
B0 effective E(T),53,0.09353609166242119,0.15722272564122508,0.17109411877390163,0.2,0.1624893851563171,0.011769950331523234,0.589989406177855
B0 effective E(T),54,0.0910241294764397,0.20934724067010993,0.12850988733904475,0.2,0.10824590193341574,0.00690715380516997,0.5685258746631515
B0 effective E(T),55,0.11014123806364975,0.15712465706941556,0.1586508544822311,0.2,0.1307438842774167,0.013887043597969558,0.2714560460740507
B0 effective E(T),56,0.10829202456706706,0.18312680581892246,0.1662837673796181,0.2,0.13545922738262975,0.014068391600139429,0.5751273265581859
B0 effective E(T),57,0.11237669639773262,0.20046146324053332,0.15523705063160648,0.2,0.1310480462605344,0.01033271602793841,0.3726173237013602
B0 effective E(T),58,0.100354547944349,0.17954158822930097,0.162811708113951,0.2,0.15023901821737845,0.012993778406558121,0.37208206327843096
B0 effective E(T),59,0.10312973356591744,0.1462532616323856,0.1350583368385152,0.2,0.14409698121434356,0.009403885251825828,0.29930063454083655
B0 effective E(T),60,0.11156695936349169,0.19697162710949545,0.14991537364408927,0.2,0.16531036605009897,0.012215403891242883,0.3525084695722805
B1 W-T fixed director,1,0.08393731067128225,0.16248149258902853,0.12854676755286518,0.2,0.10530438357948568,0.009102021717059044,0.7466653824896665
B1 W-T fixed director,2,0.09012810262292253,0.12385877417017006,0.1429318242209769,0.2,0.11723197448573205,0.006767892875338374,0.8862457488551339
B1 W-T fixed director,3,0.09097510492580585,0.14265100122467012,0.12968529637814216,0.2,0.10568148749416474,0.012132387313533673,0.8680623697952692
B1 W-T fixed director,4,0.08109971262152152,0.12923820402092395,0.1311075842099845,0.2,0.11150662829975397,0.007409170524972506,0.8482864837967024
B1 W-T fixed director,5,0.08251168761115164,0.09543869673260663,0.12743876953051736,0.2,0.09531697775876699,0.00984864881013272,0.9495459558384565
B1 W-T fixed director,6,0.07286743836561073,0.12537986814142962,0.11062900461010845,0.2,0.10058377205214754,0.009051580910289805,0.5884537565301762
B1 W-T fixed director,7,0.08469634593122016,0.1391276477615765,0.12193218948774552,0.2,0.11890197447205497,0.008784602904888961,1.0736090819952457
B1 W-T fixed director,8,0.07959387519536289,0.1688029344402257,0.11365956251416891,0.2,0.13369786826105215,0.007268457317722047,0.7085127805747735
B1 W-T fixed director,9,0.07141176067620833,0.15634955634081835,0.12003859519986294,0.2,0.10399751521312597,0.008428633980329687,0.8367766379005875
B1 W-T fixed director,10,0.0851825626201721,0.14425314220563834,0.12027859653953919,0.2,0.10694785252798762,0.00981723148537097,0.7219724035660355
B1 W-T fixed director,11,0.07883055060267198,0.13257720099071013,0.12925667538309632,0.2,0.09277511320432741,0.009260794010591886,0.971710652985893
B1 W-T fixed director,12,0.09835730046165285,0.15024868799567528,0.1394962737103973,0.2,0.11229217750933343,0.00798010851663213,0.7670817069448453
B1 W-T fixed director,13,0.08363902757118934,0.11307026532373318,0.13598953043058734,0.2,0.12077139072288684,0.008831099218854083,0.7353400609846573
B1 W-T fixed director,14,0.1158650213246183,0.14940535385210202,0.10147330798084588,0.2,0.10358668900589717,0.011716740790349647,0.9822707507262967
B1 W-T fixed director,15,0.08430135815683677,0.14804274941116655,0.13699316120809316,0.2,0.09169936400514236,0.006005752471965088,0.809521907905157
B1 W-T fixed director,16,0.1065748296358605,0.16407841301690046,0.14509438957794338,0.2,0.10919135930481272,0.010297953431084418,0.6304395851862108
B1 W-T fixed director,17,0.08709797085875179,0.1397030519150731,0.12813445201567886,0.2,0.12544082201482326,0.009753002675096111,0.8521935751177114
B1 W-T fixed director,18,0.08347250776986291,0.14197521769049126,0.1532711110902871,0.2,0.11726501256622963,0.008318090440213172,0.6516331194106216
B1 W-T fixed director,19,0.09419130461472164,0.1120179115689059,0.1275519772185315,0.2,0.11457723469237147,0.01093969580827038,0.9273047355035368
B1 W-T fixed director,20,0.07909157954285992,0.14248824786547765,0.11622123519124182,0.2,0.07794512477472015,0.008032329002605372,0.8498054164587904
B1 W-T fixed director,21,0.08235035758155473,0.11813415918743819,0.10159707244983733,0.2,0.11176416662636461,0.009987626784714897,0.771437917824989
B1 W-T fixed director,22,0.07700853173163391,0.15621844256224254,0.1294055515140978,0.2,0.10934416533075851,0.011964253295894596,0.9806847726764103
B1 W-T fixed director,23,0.0737820877877787,0.16538977196905835,0.12146109796152291,0.2,0.11405278418021329,0.010736241675726132,1.0131797029235337
B1 W-T fixed director,24,0.07780519348810637,0.12854464111596173,0.11589770809811553,0.2,0.08973057396576159,0.007745166233886783,0.9394098651643767
B1 W-T fixed director,25,0.0875598485214873,0.13748930474645354,0.10877798956425566,0.2,0.10619709929000433,0.009215027493760488,0.8425121985518967
B1 W-T fixed director,26,0.0819232380484235,0.11893923602273797,0.18960837474053008,0.2,0.11252360911820837,0.00983596264900165,0.7241476692152042
B1 W-T fixed director,27,0.08165641380808228,0.12916702259548188,0.10830319938169876,0.2,0.09584942825590076,0.010547464303242698,0.7175033938532874
B1 W-T fixed director,28,0.09170301253549838,0.12909315585129846,0.1286551728636951,0.2,0.09130713755898075,0.008081717189539117,0.7928526324799319
B1 W-T fixed director,29,0.07978845371131073,0.15810612462169032,0.12212498387218336,0.2,0.10864554942817502,0.008362904825522328,0.8712001876158721
B1 W-T fixed director,30,0.08847012077082317,0.11563090583455284,0.1329262897137659,0.2,0.10226906330540797,0.009660204450543143,1.0634037262718457
B1 W-T fixed director,31,0.07058719115874527,0.14958525013789736,0.12732190333095872,0.2,0.1061130642675949,0.0081717612662423,0.5558644745469987
B1 W-T fixed director,32,0.09268964207906728,0.13627328740570907,0.15123085206519646,0.2,0.09474074069970449,0.009958511320368017,0.7663514420403401
B1 W-T fixed director,33,0.08456645589866178,0.16988833118649138,0.11827078168131964,0.2,0.1043092669562004,0.007328638282955199,0.5679681055586417
B1 W-T fixed director,34,0.1101912124696305,0.16726908960849493,0.12709619346047035,0.2,0.10079983128366561,0.009514239361363985,0.8871098541539626
B1 W-T fixed director,35,0.08125371134510521,0.1468298733112945,0.10210774776956602,0.2,0.10937224052069079,0.00856218701816561,0.8166209296821364
B1 W-T fixed director,36,0.08020089868408911,0.13764679224583895,0.13139748068540033,0.2,0.10275088325539923,0.00890619721263493,0.9406262089010163
B1 W-T fixed director,37,0.0796105723770382,0.1459936820648628,0.11522808408444149,0.2,0.11281540691022257,0.009864831733342573,0.7927673317076922
B1 W-T fixed director,38,0.08086469446525482,0.14614580040794284,0.1048956155094366,0.2,0.10124207458710854,0.00954331731289675,0.8316468186490444
B1 W-T fixed director,39,0.09770637958035751,0.14209962887874727,0.1290768268355364,0.2,0.09178383139016659,0.008756594969777973,0.7717131674883781
B1 W-T fixed director,40,0.09360510165453854,0.18368441684645892,0.13091715377740262,0.2,0.09789785122663248,0.0041982104492377164,0.7056299786935343
B1 W-T fixed director,41,0.07929587084461667,0.13784806267525396,0.1343483262975267,0.2,0.11100382220036281,0.011235069964485343,0.9238328313444747
B1 W-T fixed director,42,0.08259212068731982,0.13589093745774375,0.14011426922462702,0.2,0.11232133779132221,0.0065596359547308225,0.8476639720656309
B1 W-T fixed director,43,0.09257700615788493,0.12758171596812615,0.11968363402692626,0.2,0.10745034298810321,0.011590180873779943,0.9331006154264135
B1 W-T fixed director,44,0.08676542178803547,0.14992171518944097,0.1259439906245362,0.2,0.10556905064051414,0.009484476967515264,0.96283383654194
B1 W-T fixed director,45,0.07346655480124573,0.17541388968350607,0.11718555533541508,0.2,0.08675798045441059,0.007894063344056072,0.7657202789371256
B1 W-T fixed director,46,0.07468462950047106,0.1208847740667818,0.1118393544731078,0.2,0.10940499706563642,0.008980214204379725,0.9180731267154079
B1 W-T fixed director,47,0.09668132439588134,0.1403619790760334,0.14889131696388302,0.2,0.09465602082592525,0.006328356917552354,0.8426910025705576
B1 W-T fixed director,48,0.07763221611325759,0.16753714600087766,0.1146899626754318,0.2,0.09291134056055836,0.008938240949441676,0.7315280751764601
B1 W-T fixed director,49,0.10004238976823325,0.13000859386514851,0.13752060901348026,0.2,0.09869128127767864,0.009813364382401395,0.6776272621554286
B1 W-T fixed director,50,0.08226262525669766,0.14953719760061132,0.10771262551538106,0.2,0.0934451935025308,0.011167227510245806,1.067580029125013
B1 W-T fixed director,51,0.08089341623322492,0.13861455784489823,0.12432327292453745,0.2,0.09995547288479541,0.00961320376378864,0.8187144679340284
B1 W-T fixed director,52,0.084092057255294,0.159566148765407,0.1308357631862567,0.2,0.11045241813257538,0.008322791831954775,0.6375517255428492
B1 W-T fixed director,53,0.08565105114448884,0.1385559815141297,0.13832138320391343,0.2,0.09009426453169125,0.011001324644685978,0.613149394480355
B1 W-T fixed director,54,0.09778780460434346,0.10654751329894291,0.10218328055857505,0.2,0.12195250100505943,0.008249355224127558,0.878948563763051
B1 W-T fixed director,55,0.07770016908529531,0.1143496498941798,0.1304018068067403,0.2,0.11608102469614615,0.010250827595469025,0.8567211602716889
B1 W-T fixed director,56,0.06393219894837318,0.13717218961126423,0.09028771722179067,0.2,0.10500053470977158,0.010149143425370035,0.6835136535654327
B1 W-T fixed director,57,0.08604544258059424,0.14733471475998297,0.11045300024901777,0.2,0.10040428718342737,0.009193387424920395,0.8202999120940633
B1 W-T fixed director,58,0.09229472538543879,0.14719294816246017,0.11506139561091093,0.2,0.08345116752759127,0.007806494114826233,0.6449333002903669
B1 W-T fixed director,59,0.06557838008099938,0.13540475960707593,0.1285923284576887,0.2,0.11401781855974114,0.008720771188718777,0.7408689618076616
B1 W-T fixed director,60,0.07714598153658837,0.14913612798098375,0.09872021344990452,0.2,0.10551553607196483,0.010997161554749856,0.5870591340585569
B2 single-constant Frank,1,0.04946248429851622,0.06765905986610715,0.0817423034167303,0.2,0.05008169880225149,0.004689923530685596,2.1209155960844925
B2 single-constant Frank,2,0.06313173819344037,0.08095823579888599,0.09832802209969115,0.2,0.0751920113143999,0.004566707183642594,2.393894953901751
B2 single-constant Frank,3,0.04214269240162048,0.0932444084897433,0.09329172247513016,0.2,0.05200196239070262,0.0047669981812454645,2.140852438272913
B2 single-constant Frank,4,0.045944830571835106,0.09522862459659741,0.07566837004125315,0.2,0.06743319972011319,0.004928054532108846,2.026635846174303
B2 single-constant Frank,5,0.06062431780590335,0.07079610587458944,0.08162041032416496,0.2,0.05681271868585894,0.005291857058569855,2.030378686994778
B2 single-constant Frank,6,0.04494452528107857,0.09246943887356905,0.09092690584700479,0.2,0.05810791533123142,0.005271221832208849,2.0092668822243556
B2 single-constant Frank,7,0.04667030059326462,0.0977396859734388,0.09340414017740394,0.2,0.051669659116576526,0.003991258380005301,2.2580673579153028
B2 single-constant Frank,8,0.04866768846755414,0.0903381580991035,0.07074207401681176,0.2,0.05697368031482011,0.005042934760998122,1.96710980756761
B2 single-constant Frank,9,0.05312968366289636,0.09335323380234264,0.08226139242918545,0.2,0.0630505458503348,0.005471079197142242,2.3720813206775997
B2 single-constant Frank,10,0.04563778075013592,0.1124169812162293,0.07815933368118408,0.2,0.06080866052193714,0.00415211227540171,1.8857367594827454
B2 single-constant Frank,11,0.054741097397984974,0.07583495834268301,0.08306174370508514,0.2,0.0649872271112768,0.004261449270034231,2.037399001144897
B2 single-constant Frank,12,0.04574015541663836,0.07903157814415275,0.08471869409898986,0.2,0.05576129671175844,0.006598366306879843,2.355749724186314
B2 single-constant Frank,13,0.05343072916523095,0.0790455024692224,0.08377100513157242,0.2,0.06557766562199427,0.00458553777438377,2.412103976639045
B2 single-constant Frank,14,0.04643449843803941,0.0876442225676587,0.09218055593156149,0.2,0.057641822056184115,0.005913456284223525,1.9791072172692696
B2 single-constant Frank,15,0.06304861381629116,0.08741091901662038,0.07665561061999032,0.2,0.05521702183236692,0.0030459523931395316,2.213580501896506
B2 single-constant Frank,16,0.04786652066509009,0.09130428260576429,0.09466813604626872,0.2,0.052492021907456624,0.004962721751906742,2.2754235364526205
B2 single-constant Frank,17,0.04289660770677773,0.10385250886092681,0.08682119270019492,0.2,0.05915993814541243,0.00527968395970314,2.2082887832582845
B2 single-constant Frank,18,0.048884662435923355,0.09139846010885834,0.07197823325666072,0.2,0.05491374793985872,0.00601224726492306,2.214209198383197
B2 single-constant Frank,19,0.04861843823730781,0.079718656760408,0.08115861889446081,0.2,0.06654583561192483,0.004648223732739901,2.2329577009793584
B2 single-constant Frank,20,0.047774012441798595,0.08166780168044976,0.08164662075063872,0.2,0.06145608780347418,0.005522051055464996,2.268097356943823
B2 single-constant Frank,21,0.04721832472728942,0.10911973798217738,0.08634362883341523,0.2,0.0655606101128874,0.004699754905099847,2.086116160769714
B2 single-constant Frank,22,0.048731655362362486,0.09863097552201464,0.07197800000855303,0.2,0.04644661583228256,0.0045727245104236845,1.867842739834324
B2 single-constant Frank,23,0.056504774326594884,0.07276317448896207,0.07528890338534654,0.2,0.0579408892323088,0.0044094954081516065,2.229409439954486
B2 single-constant Frank,24,0.05358024528143135,0.07814228222430006,0.09061413750258586,0.2,0.05654654273602121,0.005303821115595698,1.9250465622876043
B2 single-constant Frank,25,0.05232697840040944,0.0973938122335386,0.07194259683389087,0.2,0.06741253864974951,0.005050875737281615,2.092237737353501
B2 single-constant Frank,26,0.05227670313415743,0.0724312323630004,0.07215998884000163,0.2,0.04945640388059892,0.006203261415997693,2.2410185297628566
B2 single-constant Frank,27,0.04998657540657327,0.09062663731246517,0.07949168796920929,0.2,0.05995874509765853,0.006308069418302066,2.021538562029801
B2 single-constant Frank,28,0.048125720617822096,0.08648252042276384,0.08725905081080848,0.2,0.059231277344759165,0.003934810190821571,2.061682604297038
B2 single-constant Frank,29,0.05555865654431665,0.09527974835353419,0.09135389906287533,0.2,0.06203727803324547,0.0071690338628510545,2.2831537177734313
B2 single-constant Frank,30,0.05031783728768283,0.074765259268292,0.07736825916662421,0.2,0.06833008328983016,0.005601684751864297,2.006266295969308
B2 single-constant Frank,31,0.04656813059024826,0.08913569729187329,0.07578531048182084,0.2,0.056457197100588656,0.004379438774761846,1.926275604703443
B2 single-constant Frank,32,0.053855670653088626,0.09354807550156732,0.08742349022794092,0.2,0.056266553975493794,0.0041309160064937536,1.96586559509686
B2 single-constant Frank,33,0.05506789709381361,0.10088333848347539,0.06889834578747578,0.2,0.065737811617513,0.005552476724046362,2.2716136594242085
B2 single-constant Frank,34,0.04659403490635414,0.08118638643980657,0.09444162199346956,0.2,0.06803168945477037,0.004931433280220332,2.303926977901002
B2 single-constant Frank,35,0.05092067358540145,0.09087404255426028,0.07609787193984612,0.2,0.05914128695696232,0.005907849740248405,2.0346348937348187
B2 single-constant Frank,36,0.057300220098832774,0.08633455352384888,0.08850447004849814,0.2,0.06427139988739768,0.005620046408489016,1.878324689556776
B2 single-constant Frank,37,0.05554806623454574,0.10367781641173424,0.09261996689381052,0.2,0.06314441514629236,0.005023271939248953,2.2573509889928816
B2 single-constant Frank,38,0.05525742617976,0.09231966754404294,0.07439584009539339,0.2,0.06082958775532445,0.0035075655975184525,2.2156128818779517
B2 single-constant Frank,39,0.05336407775693225,0.08195396494639064,0.08830837629675606,0.2,0.055355638505134044,0.005069665523879933,2.292906896720839
B2 single-constant Frank,40,0.042647856515658306,0.07757428833296931,0.08712808091170653,0.2,0.0541262357437389,0.004428632650381355,2.1452970176673904
B2 single-constant Frank,41,0.053411311360112235,0.09692459148957017,0.08905821906508303,0.2,0.0677970909322571,0.0055406716805422715,2.0972120293043877
B2 single-constant Frank,42,0.055613852105441806,0.07628622596224811,0.06418283643043683,0.2,0.0643821559394767,0.00584386187669467,2.244847326372206
B2 single-constant Frank,43,0.05288848688978779,0.10017548417127582,0.0911737155865906,0.2,0.0656288848756437,0.00508916053056612,2.1495803421818107
B2 single-constant Frank,44,0.042697199557844415,0.0956676189881073,0.08168476448213476,0.2,0.05908465345570817,0.0050698728349790525,2.2480180054706334
B2 single-constant Frank,45,0.05138957100988077,0.09270325397440904,0.06821692063929635,0.2,0.0647369338927738,0.00440732860815029,2.1204845850822758
B2 single-constant Frank,46,0.054513916047613645,0.09557649972307827,0.08493456256207378,0.2,0.06940049124177247,0.0050746311424383255,2.17012401421554
B2 single-constant Frank,47,0.04892283731111177,0.10124486979881384,0.09155248628295999,0.2,0.0618414288002936,0.004685036094309052,2.1931309279026863
B2 single-constant Frank,48,0.06129610481417639,0.08903777252734864,0.06950468751494103,0.2,0.0611359754894234,0.005230126566685295,2.267392483680843
B2 single-constant Frank,49,0.04867172172291464,0.08324005735818914,0.08109601123567431,0.2,0.05671757328776106,0.005836007586298994,2.044703196689695
B2 single-constant Frank,50,0.039174060622996165,0.08433822249528966,0.08877542812549946,0.2,0.05135050272144325,0.006215658203063199,1.946223857228043
B2 single-constant Frank,51,0.04976060264486741,0.08260137429010468,0.08145773985130367,0.2,0.05680915730948726,0.004316282805331922,2.1847167513641343
B2 single-constant Frank,52,0.04934523633311353,0.08304375842305643,0.10038787568428088,0.2,0.06662150593927899,0.0036391260196875115,2.258722396167123
B2 single-constant Frank,53,0.048490061508448964,0.07781925538558825,0.07747402698073709,0.2,0.06927977095190684,0.004228985738121714,2.1431880928589524
B2 single-constant Frank,54,0.046400018628401936,0.07411459175846616,0.08070478663356143,0.2,0.053524184300237726,0.005545018805126053,2.106251791329153
B2 single-constant Frank,55,0.048242028847205944,0.09303608486741004,0.07243944628798347,0.2,0.05056288022434657,0.004849403582195175,1.8729670927492348
B2 single-constant Frank,56,0.04209337205486287,0.10072874422175487,0.07441577105578094,0.2,0.05225859369766947,0.003950549617588705,2.18546742512623
B2 single-constant Frank,57,0.05278071162085826,0.07335898687761483,0.07164948082800679,0.2,0.06302696259849772,0.0056594859868701365,2.032758923909726
B2 single-constant Frank,58,0.045186005759755725,0.09451270901898545,0.0610190599457068,0.2,0.05549798813255623,0.0047437824779641945,1.9820888740633607
B2 single-constant Frank,59,0.050685309909517834,0.09401504477682347,0.06943160764850667,0.2,0.05736951528367672,0.005944328170256535,1.8907252883149095
B2 single-constant Frank,60,0.06367805171968241,0.08632414688046558,0.11366780874277685,0.2,0.05832102294268278,0.004852187518673262,2.0114040905358705
B3 three-constant Frank,1,0.03173226180606118,0.08707431083783333,0.0527267032596518,0.2,0.035397113075721735,0.0033079246747952378,4.723360584549252
B3 three-constant Frank,2,0.03617623288115535,0.0670668772608109,0.05789490043145801,0.2,0.03455429726943899,0.0029499785219380278,4.906444129641175
B3 three-constant Frank,3,0.034694009723748656,0.06515193655472083,0.05398180646450912,0.2,0.041960665157477005,0.0027209679628517835,4.360402087241618
B3 three-constant Frank,4,0.026832276973088324,0.06416423878532522,0.06052137306940727,0.2,0.03964552965999798,0.0029230597758866973,4.99255204858923
B3 three-constant Frank,5,0.03725063333695901,0.06906247701316948,0.05357542215132985,0.2,0.04400809357584344,0.0033989207311138597,4.925379421564327
B3 three-constant Frank,6,0.03643195639625001,0.04994530399095875,0.05638960015062525,0.2,0.03434999775802712,0.0033192096900096627,4.5394873065093515
B3 three-constant Frank,7,0.031214557401118847,0.06430806901468178,0.06630559868000692,0.2,0.03506469620080055,0.003032270773297847,4.668971620564773
B3 three-constant Frank,8,0.031057008172649874,0.07387033832162929,0.06661378242648475,0.2,0.03733051834345767,0.002974823719142854,5.00935647793496
B3 three-constant Frank,9,0.038497198902532344,0.07335166774492885,0.052200087035063174,0.2,0.04251150063809264,0.002880544604313426,5.102519245475917
B3 three-constant Frank,10,0.036434011735256344,0.07142904262002929,0.06703078826043676,0.2,0.04057105507646873,0.0031022976740040994,5.040206639904506
B3 three-constant Frank,11,0.03188975685140324,0.06734819480004046,0.0527670337808507,0.2,0.03817879996272025,0.003504125013759172,4.835253786580502
B3 three-constant Frank,12,0.03230382037155283,0.0693694043510905,0.05465983682566431,0.2,0.038632935792420414,0.0035068738056106205,4.736173128655202
B3 three-constant Frank,13,0.039994196941680354,0.07409960257859928,0.06089176912817214,0.2,0.03692824836576647,0.003216525750545471,4.865952424534323
B3 three-constant Frank,14,0.041755047073724794,0.05859224436482959,0.05114797914342515,0.2,0.042942825990137934,0.0032719139493764078,4.965696270543713
B3 three-constant Frank,15,0.03956613275177358,0.06795247580567844,0.055854084215644854,0.2,0.03612601742919237,0.003299418611467625,4.850705981791179
B3 three-constant Frank,16,0.035590404681639994,0.07538704311370195,0.05273288989065691,0.2,0.03327595411025626,0.003698829476671069,4.915138127969509
B3 three-constant Frank,17,0.031569246998216914,0.06745480849415049,0.06112923119673741,0.2,0.04249956886421061,0.003999413501066055,4.936520935201507
