variant,seed,normalized_HV,shape_MAE,blocking_force_MAPE,HF_calls_to_target,solver_failure_fraction
B0 effective E(T),15,0.8273860744368159,0.10594224487777645,0.2013929463939876,192,0.13365206382129838
B0 effective E(T),16,0.847896307406843,0.0914213836289943,0.20553795999475172,192,0.12148622291038366
B0 effective E(T),17,0.8440429192860166,0.09757920497968058,0.20960745456333854,185,0.13281005615892924
B0 effective E(T),18,0.8333363568930471,0.10867831621395763,0.1899968737085265,184,0.1297204930649337
B0 effective E(T),19,0.8496733576786347,0.09499493122874005,0.2003596333873987,182,0.14061778182006843
B0 effective E(T),20,0.870278192871744,0.12365836831794824,0.16412305216426482,192,0.13569177412187336
B0 effective E(T),21,0.8480580140913041,0.11152033391054039,0.22643857003458834,191,0.1225564706225125
B0 effective E(T),22,0.8384002211603693,0.09184314508753227,0.16595070679605511,185,0.11358267743315725
B0 effective E(T),23,0.8429599177611565,0.10731409463605643,0.1803643535561711,193,0.13691205296964187
B0 effective E(T),24,0.8581088005199479,0.1207173144894655,0.22115818411820742,183,0.14469029583852214
B0 effective E(T),25,0.8333731427846779,0.11505684147337555,0.17074777050908269,190,0.11456023509255206
B0 effective E(T),26,0.8362218121215044,0.11988224228692619,0.16045570892424063,185,0.12049088758022161
B0 effective E(T),27,0.8540289522420706,0.1150556202638539,0.1721137128925089,198,0.13083302565322158
B0 effective E(T),28,0.8453238800874876,0.09564595221256673,0.1822989956181831,188,0.13598932535492078
B0 effective E(T),29,0.8138514348797601,0.10036031996232676,0.19098960818500232,183,0.13291739225991694
B0 effective E(T),30,0.8535724531585043,0.12331792404503822,0.17627940512382614,196,0.12174901788712471
W-T with fixed director,1,0.8462838205494817,0.08411586385170078,0.15474680720052267,161,0.10234073422576552
W-T with fixed director,2,0.8706369114304958,0.10940828352267246,0.14334275706869767,177,0.0993815423405514
W-T with fixed director,3,0.8549695995797743,0.10353161287915116,0.1603821782286389,173,0.09173790300434828
W-T with fixed director,4,0.8721692234036885,0.08612006863460354,0.191033827237169,171,0.08640499549453544
W-T with fixed director,5,0.8822081602398217,0.08966869469205072,0.14222682351079327,169,0.10874045617176341
W-T with fixed director,6,0.8595085435504493,0.09148543808140484,0.16357261265056103,170,0.0972434598454317
W-T with fixed director,7,0.8526492977146577,0.10287289558037878,0.13067218575783415,170,0.11236743790371129
W-T with fixed director,8,0.8601478382099614,0.0867744606971874,0.1553444272428815,183,0.1033086709562954
W-T with fixed director,9,0.8498506754560894,0.08682849915044608,0.15840038109074114,174,0.1107758276138148
W-T with fixed director,10,0.8649963887688903,0.08880766641461912,0.1434708962239927,178,0.0887787970165805
W-T with fixed director,11,0.8669931816445552,0.0947490288681472,0.15128079154682275,181,0.09108838923629248
W-T with fixed director,12,0.8436322847424187,0.08163455380403488,0.1311553168902524,173,0.1108403791108455
W-T with fixed director,13,0.861661593505095,0.09726506610198599,0.15833281473497393,176,0.10514956778381844
W-T with fixed director,14,0.8654995887313018,0.09146387824523691,0.15718056383840948,176,0.10298447727933352
W-T with fixed director,15,0.8653137164462621,0.08560960603681166,0.14029776181657713,163,0.10593555136891694
W-T with fixed director,16,0.8530905974392895,0.09930364749367486,0.13749270572924077,176,0.11720418508362411
W-T with fixed director,17,0.8738241617207868,0.08126261336068921,0.15395341056288753,179,0.09505526035501874
W-T with fixed director,18,0.8790701292030781,0.08708306591782088,0.16563591875427397,179,0.10665556656563288
W-T with fixed director,19,0.8508263234411553,0.0932353612531264,0.15301223736142802,177,0.09440102393450191
W-T with fixed director,20,0.8857544414874742,0.08791518211199363,0.1690050518103911,170,0.09979822630207247
W-T with fixed director,21,0.8464162328398239,0.08664772327979581,0.13056367921721257,177,0.0935983449225803
W-T with fixed director,22,0.8809781294732556,0.0776169299419456,0.19194327198028344,178,0.0947380236066225
W-T with fixed director,23,0.8710216918967365,0.07857069706025137,0.14145422587146733,173,0.09522518605010336
W-T with fixed director,24,0.8810812022691553,0.09224658580612258,0.1285433125562176,181,0.11481041618677638
W-T with fixed director,25,0.8654074555748952,0.08826703811805668,0.14108882037947715,180,0.09625974644429132
W-T with fixed director,26,0.8524974768556711,0.09832207309041809,0.15832732859144982,179,0.10474296485286783
W-T with fixed director,27,0.8603750673442888,0.08486195602812577,0.1474393946981502,181,0.09061047013424095
W-T with fixed director,28,0.8653366296544549,0.07182775041617746,0.18741246281173826,175,0.08907481885639977
W-T with fixed director,29,0.8880329279060681,0.08632985422488387,0.15523045977249644,172,0.10942680458835195
W-T with fixed director,30,0.86520759339072,0.09000026884424774,0.14795510932884726,182,0.10742778292886476
single-constant Frank,1,0.9157973912849023,0.046144414246135634,0.0792826244677403,125,0.044311797092475534
single-constant Frank,2,0.9050624276122528,0.06656395561438544,0.07386569117041875,138,0.04664812901309604
single-constant Frank,3,0.8936086064130495,0.06337945075646198,0.08729854781956134,128,0.05274967047085136
single-constant Frank,4,0.916428583451346,0.060869913185155125,0.07518538530054511,122,0.05541342951709994
single-constant Frank,5,0.8917579030307639,0.0618412097734714,0.07727897782236103,139,0.04558386127983949
single-constant Frank,6,0.9130946386861245,0.0654500023880129,0.08247823968183549,140,0.053725290759931786
single-constant Frank,7,0.9094120658026033,0.05976977237020726,0.08931268538580878,139,0.056583327950607866
single-constant Frank,8,0.9168519859869594,0.05823564369920968,0.08583846026898981,139,0.05175566932494139
single-constant Frank,9,0.8976812852050686,0.05149295472842295,0.07978430347168639,127,0.05673941337896861
single-constant Frank,10,0.9093545112560091,0.05683439181873012,0.09218926666338849,137,0.05437385092143218
single-constant Frank,11,0.9090813710794099,0.05546025053345002,0.07061153098562906,133,0.06461341176630928
single-constant Frank,12,0.896668826398666,0.049647390681200006,0.08158676322294357,137,0.0536609340270213
single-constant Frank,13,0.9079128099447809,0.059263675805352085,0.10419304485660531,121,0.045081021492956036
single-constant Frank,14,0.9053098597495711,0.055291833111873794,0.08091534104980692,132,0.04325270574637898
single-constant Frank,15,0.9023950869833,0.05934393302665847,0.08297362293871864,123,0.047685328182160265
single-constant Frank,16,0.9068634136629299,0.05525844454596941,0.07388444260387939,137,0.0356163199530714
single-constant Frank,17,0.9057825381729367,0.0667247088182632,0.08195389151548908,130,0.0619590499714369
single-constant Frank,18,0.9108300552605361,0.04720770450273138,0.08684243956742846,146,0.06087785259613027
single-constant Frank,19,0.9042357879983433,0.05103927102151245,0.08584175543298479,137,0.061954106773458424
single-constant Frank,20,0.9223545514711792,0.056719586712818584,0.06752784339806153,131,0.05010159546496753
single-constant Frank,21,0.8916546954966308,0.05996550639355316,0.0816856539359495,138,0.050672532838591626
single-constant Frank,22,0.9095837607545307,0.05998379679291274,0.08168729967406152,122,0.05352251089405767
single-constant Frank,23,0.911543577357092,0.05721916340243574,0.08475369797521674,124,0.05798554900157519
single-constant Frank,24,0.9195314227628303,0.06374723493616097,0.0854982563890558,125,0.0484549565578796
single-constant Frank,25,0.8982145362359815,0.06470994972844693,0.08481339613098961,128,0.041426073569902355
single-constant Frank,26,0.9076546074370578,0.05357434447188356,0.07979595138915824,124,0.058507195150159154
single-constant Frank,27,0.9135571764793318,0.06740465697443421,0.07949534582875606,128,0.05073894320898093
single-constant Frank,28,0.9158117506133627,0.0538284490353156,0.07981598107446057,132,0.0450630029986318
single-constant Frank,29,0.9075446415420413,0.05294006638605692,0.10167578025164159,133,0.07413094033775493
single-constant Frank,30,0.9141154416941512,0.05814944513282591,0.08276729547610112,123,0.05073490651738919
no energy-residual fingerprint,1,0.8942189200692632,0.059320031007003934,0.10073969954408352,139,0.08550830410316071
no energy-residual fingerprint,2,0.9008764692754759,0.05611354312556597,0.09237538370213776,143,0.06564751677420622
no energy-residual fingerprint,3,0.9262826408562226,0.055946570086286035,0.09372763515946617,136,0.054812933953823084
no energy-residual fingerprint,4,0.8933389347033427,0.06800401649108295,0.08530941366910916,146,0.05822610183265493
no energy-residual fingerprint,5,0.902465533450085,0.0680262222358614,0.09080989017811264,140,0.06465171224630571
no energy-residual fingerprint,6,0.9124614795553309,0.06400610316298762,0.09949449801985752,146,0.05490187517722448
no energy-residual fingerprint,7,0.9111800972883772,0.06120000779960826,0.09272965350186775,137,0.06623881888794877
no energy-residual fingerprint,8,0.9067225931170927,0.06616138192633979,0.08906116756280981,139,0.07168277310151204
no energy-residual fingerprint,9,0.8932824521761515,0.06603124427079128,0.09047572931074026,138,0.060088999843131444
no energy-residual fingerprint,10,0.8986478719682168,0.07706376514258888,0.1040847561406979,140,0.05642047481364416
no energy-residual fingerprint,11,0.9062266242511261,0.06773488726786132,0.10367670745754537,142,0.07156995196403104
no energy-residual fingerprint,12,0.9028559951641724,0.06842240780068387,0.07609735380051028,130,0.04984380834875973
no energy-residual fingerprint,13,0.9179870682166213,0.07203861194200943,0.0959286081937763,143,0.06394188437465587
no energy-residual fingerprint,14,0.916767675717041,0.057839904117548954,0.08590569041507895,142,0.05944163389392637
no energy-residual fingerprint,15,0.8909272923092825,0.06996431480514034,0.09878583245474662,146,0.0598266900349933
no energy-residual fingerprint,16,0.9010178671067718,0.06201449113448412,0.08791895779164371,130,0.0631100330614591
no energy-residual fingerprint,17,0.8921540784550321,0.06795496120542671,0.08976951454951107,143,0.07442372636421304
no energy-residual fingerprint,18,0.8954417022783528,0.07836876304527762,0.09035910143366632,146,0.05325983246593102
no energy-residual fingerprint,19,0.9082058087377772,0.07230125259514279,0.08126837848209191,148,0.0687102641086835
no energy-residual fingerprint,20,0.8928141839930135,0.05918672621207755,0.10818922839483672,145,0.0585520417356621
no energy-residual fingerprint,21,0.897093018486086,0.06506493054801576,0.08187050072833671,133,0.057100019400681726
no energy-residual fingerprint,22,0.8936795010455614,0.07796073923758018,0.0941761844710094,151,0.06713553972075087
no energy-residual fingerprint,23,0.9036263775953399,0.07081843395186496,0.09189921482400384,130,0.06036497334950793
no energy-residual fingerprint,24,0.8922864023425195,0.06261270297065698,0.09121694820537483,144,0.059352770856892376
no energy-residual fingerprint,25,0.9116075430566768,0.06832294780561961,0.09191227907910539,147,0.054984852735168115
no energy-residual fingerprint,26,0.8994204968702101,0.061017669893961984,0.1012962343771498,143,0.06144997010754651
no energy-residual fingerprint,27,0.8950637712382795,0.06490758943597157,0.0787134487313182,139,0.057293069307910366
no energy-residual fingerprint,28,0.9027527534267641,0.06059804518566486,0.08581195661377143,139,0.06751523297647427
no energy-residual fingerprint,29,0.9006645853766707,0.06876333490717193,0.09273157695495278,137,0.06396381246512621
no energy-residual fingerprint,30,0.9118420206797347,0.0733185040082983,0.0937139392237041,141,0.06466217989147775
no PIRN residual correction,1,0.9022916583830841,0.06676071905897299,0.13733705750565567,139,0.04641672166759814
no PIRN residual correction,2,0.8893507255405375,0.07405486582936033,0.11534347903890478,134,0.059598533990342005
no PIRN residual correction,3,0.900987216601642,0.06807561302426972,0.13028305581024677,144,0.06180941436526556
no PIRN residual correction,4,0.9039744615008379,0.075400846639549,0.1118121873793485,134,0.045436968247028975
no PIRN residual correction,5,0.8927511182798815,0.07570829847630212,0.10344983346947756,145,0.08033286072519219
no PIRN residual correction,6,0.8996272036239857,0.07902730872377926,0.11911681458834911,140,0.06580856579976302
no PIRN residual correction,7,0.895386486284647,0.07656438777788903,0.1155520762142136,129,0.05441816563061532
no PIRN residual correction,8,0.8946369152904964,0.0765725410912505,0.13235955723074874,140,0.04186295358733677
no PIRN residual correction,9,0.8844674184016587,0.07819158388857385,0.1399728378458162,152,0.04727276606930681
no PIRN residual correction,10,0.9067060137736254,0.06965383684298761,0.11768321660715954,125,0.061551127592429644
no PIRN residual correction,11,0.9262616040427276,0.0753027217852968,0.11162339979493446,130,0.06098008031708403
no PIRN residual correction,12,0.8964588036391363,0.05922537713590205,0.12089009680234707,145,0.06313554004773071
no PIRN residual correction,13,0.895268819410199,0.07269360326413489,0.10960083714239262,136,0.06603991362124653
no PIRN residual correction,14,0.8883260237127383,0.08656633043425394,0.135389852491337,137,0.047612554841152246
no PIRN residual correction,15,0.8911193328147233,0.08156711190534102,0.09635912917121578,135,0.06572296559346419
no PIRN residual correction,16,0.8983766454249198,0.06521972461595513,0.0908376088572859,129,0.053763052269314854
no PIRN residual correction,17,0.8902226897441093,0.07487782461363726,0.12542431963450487,134,0.051095678448508826
no PIRN residual correction,18,0.9001830935043249,0.07618975681918329,0.10998631422375325,120,0.05587299931275229
no PIRN residual correction,19,0.9152359179838944,0.06214136372395748,0.12611664521319352,140,0.06565042355971962
no PIRN residual correction,20,0.9038965524715322,0.07490696296247511,0.10818208344040457,144,0.060851516912837654
no PIRN residual correction,21,0.8908937570827045,0.06349972368492245,0.10236017721811652,132,0.0555685745390373
no PIRN residual correction,22,0.8866271432811611,0.07381582983421571,0.10933398874741974,139,0.051586091893672845
no PIRN residual correction,23,0.9048740914628944,0.0787985720941629,0.1306166755882286,133,0.06115946767108078
no PIRN residual correction,24,0.9032012818069255,0.07845635638568714,0.11453333296507665,126,0.06487519125269955
no PIRN residual correction,25,0.9001513602915647,0.08240561153420063,0.1061761791903873,130,0.05213658838351896
no PIRN residual correction,26,0.886634180906802,0.07875562957134215,0.1019808888129055,136,0.05367927683768154
no PIRN residual correction,27,0.8988454171424033,0.07660948162534023,0.12507222821234582,133,0.06525519336982474
no PIRN residual correction,28,0.9200658984090222,0.09199652361480173,0.116114076852331,140,0.04148443254648852
no PIRN residual correction,29,0.8965014638058859,0.07050622415336431,0.12857435263156602,140,0.05344664238258031
no PIRN residual correction,30,0.8968491068284651,0.06597815095436488,0.10959981243042667,138,0.040961799129801614
no physics gate,1,0.8894488666557349,0.0658800425083393,0.1010929190405234,142,0.1034296885962651
no physics gate,2,0.9122908632979204,0.05499565228806886,0.09268319456448336,153,0.10857990234220563
no physics gate,3,0.9086541198115965,0.0705146442689803,0.10012387117716112,153,0.10252814280725016
no physics gate,4,0.8852905372094495,0.05532136269518698,0.08436951831877852,153,0.10068938992768524
no physics gate,5,0.8787334983556148,0.06065189174363815,0.07900717448737947,144,0.11582105678506552
no physics gate,6,0.8837083575171734,0.06655674255415611,0.08781821426817843,147,0.11162183010643979
no physics gate,7,0.905672175526445,0.06406009583154063,0.07161416942275678,149,0.10632193942456904
no physics gate,8,0.910680939466223,0.051361753552513476,0.08567910914712198,135,0.11205866962805631
no physics gate,9,0.887632974404718,0.0651946735033752,0.0983214016347812,142,0.10305659910184685
no physics gate,10,0.8745724261862209,0.05119816120152076,0.08094450940933694,143,0.1186937425036923
no physics gate,11,0.8918935639715962,0.055177572974346195,0.09410718600844852,142,0.12023763295982437
no physics gate,12,0.8951109068995101,0.05108281528823097,0.08587087827011383,143,0.10893741208760266
no physics gate,13,0.8831157043320125,0.07286505875894836,0.09291065765078847,139,0.11108546500245378
no physics gate,14,0.8757263193649987,0.07353461427133766,0.07316046425718147,147,0.09628309248542745
no physics gate,15,0.8668773515352757,0.061381835625252505,0.08803902654210939,156,0.12345812028654185
no physics gate,16,0.8808811671133235,0.06213938773359307,0.08450729541092551,150,0.11855477002334011
no physics gate,17,0.8921471303608471,0.0662733887333239,0.09438309964320016,142,0.10728160050673743
no physics gate,18,0.8908616420642095,0.060451822207910545,0.09442381083788563,136,0.11449280306171793
no physics gate,19,0.8854481021516459,0.04960299035596049,0.11043522923437336,149,0.12074856132027965
no physics gate,20,0.8989883004355848,0.05722695508489633,0.09531915029945792,140,0.1075578868587445
no physics gate,21,0.890036607355016,0.06652524368922728,0.09547413875694576,148,0.12430433033946053
no physics gate,22,0.8831643033632539,0.06904769939111496,0.09969815272794381,143,0.10418645021637443
no physics gate,23,0.8804884068515751,0.06457785255965108,0.08716541866132575,147,0.1134149308299005
no physics gate,24,0.9115473305582112,0.057216026600197055,0.09649292223994944,145,0.10013510133412042
no physics gate,25,0.8850860628469973,0.05900378016760337,0.08101993127012341,155,0.1219653774809379
no physics gate,26,0.8978803453455431,0.06883914783139476,0.08696726370854636,158,0.11540549956695549
no physics gate,27,0.8785724953624932,0.0686329132238614,0.08394407768305026,147,0.11222877203224763
no physics gate,28,0.8949101847491704,0.07282144735992242,0.08770674816938123,146,0.10863436519581846
no physics gate,29,0.8795252886740101,0.06907171171082432,0.08244317402490595,135,0.11923382961489983
no physics gate,30,0.8850405384119192,0.06427859018913636,0.07585146854358131,152,0.12001388826066017
no multi-fidelity residual,1,0.8911830188930554,0.0644259143703212,0.12242292590094961,159,0.06801860954263964
no multi-fidelity residual,2,0.8917924540390957,0.07030127745440641,0.10858019402862555,155,0.06485030417971632
no multi-fidelity residual,3,0.867949115415117,0.05197227028688367,0.1059039015344689,150,0.071247602532495
no multi-fidelity residual,4,0.8749601726578317,0.06788586973717962,0.127245722879092,156,0.0670630441583456
no multi-fidelity residual,5,0.8934442246982568,0.07452914411751954,0.09605310937228324,156,0.083860639247296
no multi-fidelity residual,6,0.8838634540174992,0.07451370599603498,0.11233515877115346,143,0.0776237491494003
no multi-fidelity residual,7,0.8890908417501997,0.06420650137150331,0.1028261016898984,159,0.06597633731110146
no multi-fidelity residual,8,0.8908482125122,0.06309615671879149,0.11701447498049185,151,0.06676233090126452
no multi-fidelity residual,9,0.8844625400710593,0.06487348500347587,0.10305345444908194,150,0.05905124983011027
no multi-fidelity residual,10,0.8801231958684009,0.07041826227073185,0.11809002370213433,153,0.06884548341062964
no multi-fidelity residual,11,0.8738259992008232,0.0684512054683683,0.11181944545892766,155,0.07590661568590197
no multi-fidelity residual,12,0.9030103797017802,0.0741623685312319,0.10671804153598406,152,0.07520511159504063
no multi-fidelity residual,13,0.90624310705068,0.06965743625655932,0.11557308411053475,159,0.05675544454534559
no multi-fidelity residual,14,0.889612934574322,0.07487990915934614,0.1078299282607813,152,0.06315202931025507
no multi-fidelity residual,15,0.9088765409170438,0.07354257274144065,0.10745003222150061,159,0.07565545990624976
no multi-fidelity residual,16,0.8892143156331698,0.08679213032327701,0.10423003954784327,156,0.06860925475168608
no multi-fidelity residual,17,0.8835479151633399,0.07307981244721355,0.11147171460705146,163,0.06622230172512866
no multi-fidelity residual,18,0.9089955435735538,0.068046548538067,0.13696597791381898,155,0.07013601117125098
no multi-fidelity residual,19,0.8764066987407191,0.070076280936475,0.09287318585382226,159,0.06556873496586058
no multi-fidelity residual,20,0.8694442130344098,0.0730932397113885,0.1119984429793157,168,0.06614587409381793
no multi-fidelity residual,21,0.8747598423811493,0.06755624542537207,0.08599790253850993,149,0.06210313538648948
no multi-fidelity residual,22,0.878341290386198,0.06436806193876217,0.10365736398229164,153,0.07498815553820143
no multi-fidelity residual,23,0.8853120148915806,0.06083575129555175,0.11126022743714135,161,0.06562871528165114
no multi-fidelity residual,24,0.9019238098169665,0.0670846892872766,0.10917365083825295,159,0.07205836662359066
no multi-fidelity residual,25,0.8927457746605741,0.06906203033657513,0.1179338035151635,160,0.08328038501764477
no multi-fidelity residual,26,0.898627754844689,0.06601994621897447,0.09011234071497344,153,0.06563279356820828
no multi-fidelity residual,27,0.892005705467684,0.0799197088728269,0.09850626287149876,151,0.07660234421747451
no multi-fidelity residual,28,0.8815344470747875,0.0708511235236298,0.10169611656358428,158,0.06541949304123482
no multi-fidelity residual,29,0.8789499933284314,0.062260769413891706,0.10085922415815698,160,0.07205226790076946
no multi-fidelity residual,30,0.9070330371435277,0.08056915578246869,0.10881532936812952,157,0.05364133890458638
no material-manufacturing fingerprint,1,0.8968933198132792,0.07511006632691822,0.11278917656295313,146,0.07993874125992198
no material-manufacturing fingerprint,2,0.8831052292642814,0.06268638976022066,0.11355274492021372,149,0.07426793542891683
no material-manufacturing fingerprint,3,0.9044851401308301,0.06663311065701796,0.10841224476031214,139,0.07289922391528357
no material-manufacturing fingerprint,4,0.9046438377535773,0.07177583220749967,0.10869813607680943,147,0.06929356676940106
no material-manufacturing fingerprint,5,0.9039864514552826,0.06460411045363794,0.10273523237681546,144,0.058683972108486596
no material-manufacturing fingerprint,6,0.8985429278097123,0.06153739091638055,0.08396022050007892,139,0.0692076118969794
no material-manufacturing fingerprint,7,0.8833102287573399,0.06008595345115559,0.09258552473842407,149,0.06639438679047784
no material-manufacturing fingerprint,8,0.8934417624648724,0.07104521355275026,0.08865572453563417,151,0.05061176243536096
no material-manufacturing fingerprint,9,0.8990028402968938,0.06777318858920488,0.12012668024364168,147,0.064194373798714
no material-manufacturing fingerprint,10,0.9016424526854383,0.06753475473055565,0.11434543421582483,154,0.06709298403868662
no material-manufacturing fingerprint,11,0.9081178581799937,0.0649804257239594,0.10317231923271751,153,0.06767784321150157
no material-manufacturing fingerprint,12,0.8829524755909905,0.0791526899355134,0.09195014448477874,145,0.079213189086371
no material-manufacturing fingerprint,13,0.8987752903117101,0.06177193251210676,0.08801746355942122,151,0.06743639913443365
no material-manufacturing fingerprint,14,0.9022685914201027,0.08094720013986659,0.11441385688721756,142,0.0509316956561774
no material-manufacturing fingerprint,15,0.8762167339561623,0.0742367491855423,0.10756122994675668,155,0.07297959282772407
no material-manufacturing fingerprint,16,0.886609932037412,0.05627328823900683,0.08788193424137727,152,0.08954422399035133
no material-manufacturing fingerprint,17,0.8943337563884964,0.07202923878219177,0.10783585809426494,150,0.07145730628302295
no material-manufacturing fingerprint,18,0.8947944837283535,0.06317683120499541,0.11710904093395649,151,0.06257500841878692
no material-manufacturing fingerprint,19,0.9021841244861492,0.05857607605451878,0.10524811831453888,141,0.06331454012880736
no material-manufacturing fingerprint,20,0.9030963638592371,0.06351800297076725,0.11364409152567911,143,0.06392870766285219
no material-manufacturing fingerprint,21,0.8954259659289101,0.061900018441793235,0.10382144717654285,144,0.0583936331396684
no material-manufacturing fingerprint,22,0.8829933686255528,0.06525170211673353,0.09329761629927304,143,0.07018974130257269
no material-manufacturing fingerprint,23,0.8992306440440985,0.07872482010319858,0.09140503488639953,149,0.06663899096846336
no material-manufacturing fingerprint,24,0.8823620299120383,0.06925468180077296,0.087158147047826,150,0.06392686308433372
no material-manufacturing fingerprint,25,0.9143771544321979,0.07274599887520251,0.10216048505068048,146,0.06422557020948712
no material-manufacturing fingerprint,26,0.8808974316686788,0.07726245295312473,0.10300195121062695,140,0.06926267440322464
no material-manufacturing fingerprint,27,0.9075051573551763,0.07708886152848547,0.10604507348374505,137,0.0670817470145793
no material-manufacturing fingerprint,28,0.8901081500093173,0.06741728003842846,0.0978804692536504,138,0.07967135413995144
no material-manufacturing fingerprint,29,0.9097518281494923,0.0707422681773689,0.11980893718146315,141,0.07048041647733552
no material-manufacturing fingerprint,30,0.8998816554856525,0.06947121233238039,0.10420804736988491,149,0.06643548790226374
single infill criterion,1,0.8957400152605739,0.057348223997593456,0.07710321074458197,128,0.050083265292981266
single infill criterion,2,0.911597750627413,0.054485375767601006,0.08520262622775157,121,0.04799084654105964
single infill criterion,3,0.9028519718953516,0.057081093147852466,0.06403488290387664,135,0.02722613291571128
single infill criterion,4,0.9019875503610152,0.048257749194952515,0.07881110047318438,119,0.05126768060167412
single infill criterion,5,0.9130101354934249,0.056076502016899045,0.08524789722662698,129,0.060684674610256756
single infill criterion,6,0.9152706151831698,0.055449107897049356,0.09065084966151413,125,0.052831844459444076
single infill criterion,7,0.9079621044725502,0.05911717473557679,0.08251752554620384,125,0.04179442567775537
