replicate,temperature_C,DSC_heat_flow_au,storage_modulus_MPa,free_contraction_pct
2,60.0,-0.031617132518632324,31.09560067736605,1.2642488119744506
2,61.0,-0.05406384165012353,30.951384976983785,1.252438306800449
2,62.0,-0.04860790209336263,32.0129539228133,1.4607254735962427
2,63.0,-0.04990264301984454,31.923377271718838,1.8884622645367535
2,64.0,-0.05915863262692125,32.05682127062257,1.6701121032925692
2,65.0,-0.08109958398224759,30.648838422458613,2.1501687931116282
2,66.0,-0.03748985521316549,30.313983434058404,2.322026065687723
2,67.0,0.007216359466805256,30.052049310922488,2.505493059015934
2,68.0,-0.010307541194214662,30.194903768489638,2.77274836686229
2,69.0,-0.00721638515807967,30.71703040020083,3.20241625631693
2,70.0,0.017274740247053666,28.463471031573697,3.9183646713820215
2,71.0,-0.01895923961558628,32.23943552390777,3.776750066745703
2,72.0,0.12291415880774827,31.079801029507752,3.990755247585441
2,73.0,0.1329190964370965,30.56282902652569,4.54984883159009
2,74.0,0.1811903252738829,30.2458366335732,5.185712321583574
2,75.0,0.2816267818267595,31.63597042324356,5.860973859988759
2,76.0,0.36138066063105195,30.039927039175772,6.148798638721182
2,77.0,0.4317898428118077,29.249820343193463,6.567765983900092
2,78.0,0.5269816708473162,27.72189395154396,7.130009894560983
2,79.0,0.7247880498193995,27.2670122005095,8.105150401187466
2,80.0,0.8152911406483969,28.736604526128033,8.721598788113255
2,81.0,0.9306218662212223,29.58542397330095,9.5855453958189
2,82.0,1.104178763909922,26.602414853039576,10.37146483300908
2,83.0,1.239237865316909,26.96655436845688,10.865051587850614
2,84.0,1.3654705936570009,26.779957866872305,11.712242131768525
2,85.0,1.4468901348013883,25.887275321607277,12.890594498646413
2,86.0,1.5890971402232372,25.729227211420806,13.657113439492054
2,87.0,1.6011256341708386,24.027774914663215,15.023690825383666
2,88.0,1.6796212360597904,23.695477682225476,15.812160863921049
2,89.0,1.6605450153432837,21.422243741814928,16.715357467141697
2,90.0,1.6827205093157847,21.079193603351378,17.009711950781515
2,91.0,1.6249083323250089,19.850286764507253,17.930561488796698
2,92.0,1.511621590591147,18.051021667818915,18.943645224197656
2,93.0,1.4871991437187009,16.89592527876594,20.23150610368847
2,94.0,1.3487501084647144,15.919355090356536,21.03355358050816
2,95.0,1.2635534077636528,14.328025948805275,21.554784492619603
2,96.0,1.0182311007769438,13.16359697513675,22.727550948908828
2,97.0,0.992737307544972,11.349313942183567,23.572776894721155
2,98.0,0.7880991621037293,10.286687575668266,23.65773128590752
2,99.0,0.7375797423281907,9.364523885059159,24.899176877803594
2,100.0,0.6008233388014692,8.21097931435033,25.373732394011803
2,101.0,0.5304247674533714,7.543715111484133,26.057338928920416
2,102.0,0.40712269014640656,6.370743094344541,26.130642106974868
2,103.0,0.3781023310222907,5.68825793044978,26.639859964634745
2,104.0,0.217874496316362,4.856056313502411,27.79064145338252
2,105.0,0.20468405084266095,4.22911287290362,27.853888653198254
2,106.0,0.17418571252185827,3.657525258634597,28.24525328017533
2,107.0,0.1093476612469475,3.1026534761611737,28.094161115864136
2,108.0,0.12133381795252363,2.647369959024296,28.87623220057039
2,109.0,0.15117714174782365,2.2884674817659914,29.165695341444962
2,110.0,0.07586181998428322,2.035787717118547,29.586505468290206
2,111.0,0.07178920267896297,1.794441934187105,29.442300149859545
2,112.0,0.05860738538004112,1.532178078568786,29.995932045932193
2,113.0,0.05362794819738902,1.2681478485975115,29.940810549273127
2,114.0,0.0339411103085362,1.114551493256532,30.021794492582565
2,115.0,0.03412003063026765,0.9356425671656032,30.60137487155684
2,116.0,0.05216086572272462,0.8728834210656083,30.306172082464336
2,117.0,0.0028919245424383518,0.7018936404606727,30.507941842418283
2,118.0,0.03741217762705505,0.6282358372646127,30.113167428395002
2,119.0,0.010562318655761098,0.5630668641334138,30.811078803342625
2,120.0,0.013253383327818051,0.4772430081049755,30.604724514154338
2,121.0,0.0008268617457293558,0.4501163392820205,31.13700914993362
2,122.0,0.01625992979289865,0.4010435196061963,31.15314566035995
2,123.0,0.028030006994207376,0.36757524484827264,30.74501331311738
2,124.0,0.06473545246612916,0.3351288964483473,31.01420406298258
2,125.0,-0.03082167767926791,0.3013476876734783,31.062219438834457
2,126.0,-0.04644594658230873,0.2749215205833177,31.071104546781157
2,127.0,0.012273999035920712,0.2442414455886849,31.667648741938454
2,128.0,-0.03236444633259604,0.2297988627456445,31.345759957440485
2,129.0,-0.05248418983536515,0.22115007780139218,31.102443381643806
2,130.0,-0.013617366168173425,0.20587146024953978,31.392082301292227
2,131.0,-0.043136257795004226,0.19515413721252156,31.026831064817664
2,132.0,-0.06793239625235045,0.19357182701083692,31.078975451762574
2,133.0,-0.06934313723458928,0.18910852506062661,31.748411618419972
2,134.0,-0.021405725478632214,0.18424798621660665,31.23468244687353
2,135.0,-0.056117171872449335,0.18088063201715227,31.69699550976558
2,136.0,-0.08074411313054941,0.1701946659010856,31.23109714110982
2,137.0,-0.047069790922628654,0.17382384841998477,31.12354915918743
2,138.0,-0.07256923884643263,0.16571092232406753,31.761150510651227
2,139.0,-0.03468585035300994,0.17008568228892465,31.60394078597917
2,140.0,-0.08623082840279077,0.15547593271766222,31.600571035619925
2,141.0,-0.060572614006105675,0.16358817325168346,31.185843195923763
2,142.0,-0.04572414207090925,0.1623335036438092,31.563020469011793
2,143.0,-0.043049393232724636,0.1629058030805091,31.376639292143885
2,144.0,-0.06118944549282904,0.15498085801854827,31.582960198955877
2,145.0,-0.06981244249969872,0.15181401165696387,31.360904845359336
2,146.0,-0.07052935132677852,0.15334681832137143,31.54847515381856
2,147.0,-0.08766805261728852,0.15485566272285234,31.407593975483834
2,148.0,-0.046961778654658184,0.1516228602742303,31.182344575696337
2,149.0,-0.055485255782043955,0.15644734474516073,31.207626738383833
2,150.0,-0.006150895409133134,0.15172269564583937,31.430608517152567
3,20.0,0.03324138559153329,30.934701897068827,0.0
3,21.0,0.08616887026453145,31.660864891405666,0.0
3,22.0,0.016097178978404153,31.397099445789998,0.17591490777606955
3,23.0,0.06298814689811807,30.692531225472457,0.0
3,24.0,0.03498097619535573,31.20762964711138,0.19037372427105992
3,25.0,0.05662663863590002,31.050605445844297,0.0434842188441832
3,26.0,0.058248965380335194,30.285502776042044,0.0
3,27.0,0.062179724842659004,31.270376991519733,0.0880524947282091
3,28.0,0.08019285898512667,29.87114613522444,0.0
3,29.0,0.07237193724547913,31.234507547712603,0.12501317088347466
3,30.0,0.06482020082024167,31.44702271415527,0.0
3,31.0,0.06965381089126073,30.092356299553746,0.009132120082867335
3,32.0,0.030498129776796987,31.301356464552626,0.015531626197801858
3,33.0,0.04545898040083937,31.28335702705584,0.0
3,34.0,0.011417198982165276,31.52679566582535,0.19135047035503233
3,35.0,0.04513854506423669,31.093080820491853,0.27730780363816226
3,36.0,-0.0030625511692849647,31.76872284339887,0.04290535418711161
3,37.0,-0.015132873431252705,30.43087051167968,0.36805035644738016
3,38.0,-0.006359644666299539,30.859916413594565,0.112020928473068
3,39.0,-0.009084742504872149,30.8300219762686,0.0
3,40.0,-0.017666283540437578,30.897808916607325,0.18854289461803186
3,41.0,-0.0021861352361455303,30.767695212572768,0.6789934839939913
3,42.0,-0.041050245136029166,30.91269257559323,0.0
3,43.0,0.028635753736294907,29.64760533893381,0.14206171650364224
3,44.0,0.004718600692687104,30.448295596071084,0.0
3,45.0,-0.004089804281333723,31.205225578684498,0.18168331142881575
3,46.0,0.002707629028829074,31.40492170749585,0.09385500141196884
3,47.0,-0.03962394036126737,32.22183308621741,0.3941949392646541
3,48.0,-0.038396203285668715,31.85529106051964,0.2633928510289387
3,49.0,-0.05664099393595726,31.746433100090712,0.7197043846305893
3,50.0,-0.052249805658100834,30.177560218211504,0.33781255927160275
3,51.0,-0.03194481253714846,31.35209849725177,0.5479912241518148
3,52.0,-0.08108201820790148,30.615439479078727,0.9481788250718215
3,53.0,-0.01049036802652066,30.605758231596344,0.9425270111646395
3,54.0,-0.030112246342301207,31.94733118869246,0.448441778983995
3,55.0,-0.0336376970371639,31.048745105343844,0.7340389267008415
3,56.0,-0.05572007571981247,30.948030087497294,0.6876788550078098
3,57.0,-0.05898361007626642,32.03255933127893,0.45051737123179086
3,58.0,-0.06929776581393231,31.164015184084104,0.8020245232134966
3,59.0,-0.05586337839673264,32.05598986752797,0.603971995980487
3,60.0,-0.06357747245168918,30.69764870095089,1.0553287837275598
3,61.0,-0.0672343525079187,31.18963012224358,0.8586092583816736
3,62.0,-0.035269026104513,30.716654894742256,1.4882194856099336
3,63.0,-0.06623019805235858,30.702008448460948,1.6819802829490529
3,64.0,-0.07387656258722952,31.128629493419492,1.8699851438406891
3,65.0,-0.024604857054111542,31.16019503253391,2.0347436349123234
3,66.0,0.0022766765787518364,30.757758306350723,2.329332831568519
3,67.0,0.013291697657904278,31.335470105005758,2.4124458557031643
3,68.0,-0.036159559202516456,30.784720862375096,3.0353828891831687
3,69.0,-0.024002619304829394,29.200463717905393,2.8571109439644893
3,70.0,0.02955386770536961,30.36387648856238,3.5184185276910913
3,71.0,0.049913120143980465,30.8003311692846,4.351419725628375
3,72.0,0.11702265394600345,30.84727467050602,4.108232042479672
3,73.0,0.135238102689224,29.993376180487797,4.844605932897557
3,74.0,0.23543775192268668,30.640924083044872,5.450093429694582
3,75.0,0.2621768100057523,28.735461017833295,5.557801265313239
3,76.0,0.3664424294408095,29.901349052488854,6.334306779823284
3,77.0,0.43629632965489107,29.035438581113297,6.515385764416748
3,78.0,0.591012758092159,30.243216522092894,6.791270340607358
3,79.0,0.6772853038738227,28.873131398452994,7.982936566711801
3,80.0,0.7925184064720274,28.532359001642025,9.18192189271455
3,81.0,0.9636174972122681,28.057833600619826,9.16775469499952
3,82.0,1.117868238864026,28.660761003184636,9.99474742372406
3,83.0,1.263315543812383,26.868221495838675,11.186981554575377
3,84.0,1.3666015198218964,26.81178944473186,11.866224290033243
3,85.0,1.4561099556313026,25.720211209016277,13.483151783935387
3,86.0,1.556500249094972,24.346298912503688,13.885001385599622
3,87.0,1.6915083309332428,23.750134264420797,14.843119036794393
3,88.0,1.6333640386227226,21.60195501777114,15.866245632215524
3,89.0,1.6932519029446604,22.791374216901126,16.72637615583153
3,90.0,1.6677859032477367,20.3752626131796,17.63327101954244
3,91.0,1.5660902321604824,19.340471697693978,18.625782908945563
3,92.0,1.5801847655148547,17.99164667606929,19.613863065852485
3,93.0,1.4658016118333932,16.205666088018667,19.692807774617275
3,94.0,1.338886853399783,15.39701606772893,21.25439859960323
3,95.0,1.2495356935821385,13.825260546749467,21.652690309599112
3,96.0,1.105396002362853,13.412297187273245,22.409183799498766
3,97.0,0.964415672078786,11.57194692800262,23.41022419382625
3,98.0,0.8589907475123527,10.254744384837585,23.933974986599534
3,99.0,0.6833722326975207,9.272275710888579,25.03294169930582
3,100.0,0.5915689370520011,8.44340019140943,25.340140210788103
3,101.0,0.4924762446286061,7.425362525303863,26.080545395103353
3,102.0,0.4382866456744102,6.252282993933712,26.517336155256423
3,103.0,0.3332002701158808,5.7315983053824695,26.98052265299043
3,104.0,0.28669369532510386,4.78792297006061,27.12925217312535
3,105.0,0.24326885906977402,4.332579572462053,27.510488170408568
3,106.0,0.15329655502839368,3.5822580682443235,28.09094281475846
3,107.0,0.14204216659338495,3.2488507718638844,28.58141299650537
3,108.0,0.15101801919132174,2.793604808335274,28.846703353238592
3,109.0,0.08370278807025901,2.3457246431819416,29.073276941150105
3,110.0,0.11342126979576606,2.0637686290803234,29.15342380444834
3,111.0,0.09063756035457564,1.7295439202999798,29.8748992877069
3,112.0,0.06031489631675464,1.5499023280089046,30.07888187456395
3,113.0,0.051770160129800756,1.2832683117005772,29.741842112650303
3,114.0,0.022593458460419776,1.1002501005907448,30.1844903501403
3,115.0,0.0781956450496668,0.9581532553136817,30.484364505828474
3,116.0,0.041137266637304486,0.8309087223080837,30.771889006184388
3,117.0,0.017273311668574133,0.713904438250318,30.556359371486014
3,118.0,0.015388402192547808,0.637595913511781,31.0102347371513
3,119.0,0.04231727089642286,0.5593901079678771,30.945344480457525
3,120.0,0.007673905078409847,0.48208944841755835,30.83143596449814
3,121.0,-0.010602896784083628,0.4552770443103451,30.99296578772591
3,122.0,0.00941759575156762,0.41917193878837994,31.13000937435401
3,123.0,-0.031292647928332765,0.3561153523656759,30.59198029833476
3,124.0,-0.03456804444814939,0.32983517407122376,31.187437803885512
3,125.0,-0.0390683286447522,0.2817909242836663,31.401221820555993
3,126.0,-0.03183941498752016,0.268267206422272,30.737296256140414
3,127.0,-0.005480032279681989,0.25707726037948075,30.821486612647572
3,128.0,-0.013623583726361688,0.240634550137824,31.07101704742237
3,129.0,0.008790438920980852,0.22571279149924928,30.890537208964492
3,130.0,-0.012567671041614166,0.21278898508099464,31.16252042808977
3,131.0,-0.016302596715908627,0.2032289564770873,31.58489007068036
3,132.0,-0.023962796993321434,0.1861691538333142,31.443081502035373
3,133.0,-0.047671089235293215,0.1869587797386933,31.02979600941135
3,134.0,-0.060757840202294446,0.18627557638404993,31.81480502131419
3,135.0,-0.05068000486342922,0.1776134614173951,31.458809728302523
3,136.0,-0.048606602735302186,0.17397511887014874,31.68581972004165
3,137.0,-0.0407484253254914,0.16788809068145946,31.579842211604507
3,138.0,-0.0545918127551628,0.16521902690040585,31.435858153288518
3,139.0,-0.01741030582971525,0.1649733745207376,31.432541002034526
3,140.0,-0.03957564465854768,0.16085848065880687,31.710122506521156
3,141.0,-0.040061981232653004,0.16585001222058487,30.8794575139388
3,142.0,-0.03389813996528358,0.15486245895195147,31.644866867219154
3,143.0,-0.12403307704800323,0.1595254314138976,31.6561156881355
3,144.0,-0.05847486154017019,0.15351795556201184,31.21805287995893
3,145.0,-0.010591537450582486,0.15688640145251936,31.308815376298533
3,146.0,-0.09368811220186073,0.15470615682932382,31.281903327135552
3,147.0,-0.021424784575580523,0.1575922799719548,31.234320058789365
3,148.0,-0.04385319768474887,0.14389793949507154,31.606143626483448
3,149.0,-0.07848864866395454,0.14909875848356396,31.156037267830047
3,150.0,-0.10188933428126506,0.15065868213682032,31.42105355127017
4,20.0,0.06880032735951044,30.88788878556772,0.0
4,21.0,0.07276350032235035,32.50167800311538,0.0
4,22.0,0.07297237438675028,32.388483817384056,0.3561488374164777
4,23.0,0.06766141027496463,32.41157749586277,0.2005070031746832
4,24.0,0.09856158052829762,32.31354655168465,0.1870219933656077
4,25.0,0.050043550910210156,30.52720208503453,0.06320845037241128
4,26.0,0.06399692364431539,32.39989943123692,0.11101442932252012
4,27.0,0.018058505389838046,30.11220162331957,0.0
4,28.0,0.040559050661155026,29.92440133299642,0.5130438413768438
4,29.0,0.008003610055491238,31.271765473218522,0.0
4,30.0,0.058333665102762944,30.023332256417344,0.1263064500166406
4,31.0,0.05444053442004791,30.59510791892659,0.0
4,32.0,0.00030262615247938357,30.407981588760567,0.027366853153670972
4,33.0,0.0736889406551514,30.969762843245384,0.6798825128635987
4,34.0,0.009277421592681145,30.88915397485061,0.0
4,35.0,-0.004678031917356145,31.472565229523166,0.5317732221644607
4,36.0,-0.003386546972817917,31.615896758094454,0.3147944608481287
4,37.0,-0.011680788337468127,30.861699120032736,0.0
4,38.0,0.022522915603130175,31.16259937175971,0.4191464240727817
4,39.0,-0.0033402054554832576,30.901770309891162,0.28545180013994176
4,40.0,0.016246078637826858,30.27777759744636,0.3426467757735515
4,41.0,0.0021350553153305536,31.044617446307353,0.2489878364847206
4,42.0,0.02048201148413929,32.40633868715508,0.0
4,43.0,0.0011898557114438605,32.561385895249465,0.4545344662471199
4,44.0,-0.015025638504546444,30.2380319304885,0.0
4,45.0,-0.009586465814482257,30.06942418062494,0.49081670104166253
4,46.0,-0.00659768407757786,30.288259490079852,0.11006153291257044
4,47.0,0.0031025257310483625,30.316929278944617,0.3597452683570936
4,48.0,-0.06273229889055157,30.749936787868396,0.3848396210526327
4,49.0,-0.003095882265173336,31.03612679034219,0.2754262219112359
4,50.0,-0.09266385031436267,31.274394568053545,0.42379809897651566
4,51.0,-0.04712794559066896,30.413706710577316,0.39338289788448644
4,52.0,-0.057092133759289954,30.201441043916738,0.5501800321409479
4,53.0,-0.02868238396794802,30.819917356799632,0.8216898688237908
4,54.0,-0.08065553525610719,30.995816303864324,0.8601463353078529
4,55.0,-0.07579761685304828,32.43586376031609,0.4560025441051688
4,56.0,-0.06495074039896136,31.52127765442912,0.8426553685157215
4,57.0,-0.11392156980168075,31.915454791315035,0.2634252901066618
4,58.0,-0.12438157485061865,30.773522637838003,0.6770921300432439
4,59.0,-0.015183914074734253,30.3913834364086,1.1897853839984527
4,60.0,-0.046848885577573995,30.63848063581459,1.2289313381397526
4,61.0,-0.05131187290706823,31.9345736038068,1.3496664041322972
4,62.0,-0.04459290618673364,32.24216943030806,1.2294629903036558
4,63.0,-0.053690795620222574,31.39072048134798,1.0922069198940287
4,64.0,-0.05144882687753896,31.064569096936573,1.7212138887280004
4,65.0,-0.07155786672423836,31.976032484838935,2.2554813655043784
