design,replicate,temperature_C,shape_error,blocking_force_mN,curvature_per_mm
shape-priority,2,135.0,0.020808417905518357,32.92896672753799,0.8186045784747975
shape-priority,2,140.0,0.022903957983645404,34.173125175122074,0.8148361301955546
shape-priority,3,25.0,0.12746160539037513,1.5069311878538232,0.0
shape-priority,3,30.0,0.1285612398656244,0.2814268337444119,0.0
shape-priority,3,35.0,0.12761981216187712,0.28694299904280807,0.0
shape-priority,3,40.0,0.13134878707910122,0.29888071188886356,0.022953972290323275
shape-priority,3,45.0,0.1265908233070771,0.0,0.019480469503001353
shape-priority,3,50.0,0.12402577032954845,0.7957593539243012,0.0
shape-priority,3,55.0,0.12559199599502663,1.1416148951895606,0.003993189607449894
shape-priority,3,60.0,0.12188157690125165,1.1583965294911998,0.023601233088209612
shape-priority,3,65.0,0.11742636026174309,1.6330479147536816,0.04915950759394723
shape-priority,3,70.0,0.11937078816086878,3.632144150278683,0.09157453595804531
shape-priority,3,75.0,0.1026296407629791,8.19580123539308,0.14441233575080253
shape-priority,3,80.0,0.09812051904207919,10.868140726918964,0.24482979608907462
shape-priority,3,85.0,0.08234992851976856,13.48184510464971,0.31371834544309685
shape-priority,3,90.0,0.06934597334048019,19.567111761266037,0.45783041367784644
shape-priority,3,95.0,0.0572468646334479,21.839846055702587,0.5601073564534278
shape-priority,3,100.0,0.03893999844675719,26.628546830699815,0.6514916727450086
shape-priority,3,105.0,0.03350260824780423,30.10612242203212,0.7556979261056389
shape-priority,3,110.0,0.028135066612845764,32.16861608221223,0.7568881071569529
shape-priority,3,115.0,0.026030430672764466,31.297070569161214,0.7730809457745162
shape-priority,3,120.0,0.017718635342938802,32.500701780087475,0.7733252043064022
shape-priority,3,125.0,0.022316690267395304,33.7112110025906,0.8138703353608389
shape-priority,3,130.0,0.020101604258135262,32.93167497308834,0.8160905509422115
shape-priority,3,135.0,0.02186771305415837,34.18614986880845,0.8175892328781555
shape-priority,3,140.0,0.01979431676112353,34.257611332352226,0.8242701523066636
shape-priority,4,25.0,0.12882657555388502,0.602563378752374,0.0
shape-priority,4,30.0,0.12905603350860956,1.2919940509616898,0.0011325811264109448
shape-priority,4,35.0,0.13093015125862156,0.0,0.0
shape-priority,4,40.0,0.129473904617927,0.06483617056797605,0.000641115701625338
shape-priority,4,45.0,0.1274559283222896,1.1668636522965405,0.0
shape-priority,4,50.0,0.13202785745403783,0.0,0.02065557106878779
shape-priority,4,55.0,0.12617133707969258,0.6451264839887946,0.011950839429983099
shape-priority,4,60.0,0.12467043967292558,2.3444940139348818,0.04710926967093569
shape-priority,4,65.0,0.11980577190493669,3.680698015892043,0.0705601689178444
shape-priority,4,70.0,0.11620876991255406,5.239287749851057,0.09509292048294797
shape-priority,4,75.0,0.11297112376274901,6.320541091464468,0.15091047379652045
shape-priority,4,80.0,0.09850910976562659,11.725502451656116,0.2741987661145346
shape-priority,4,85.0,0.08118546694666642,14.6453887667149,0.3528374287453452
shape-priority,4,90.0,0.07534080316280131,19.99487403739818,0.467654754680753
shape-priority,4,95.0,0.05204213737362026,21.19401779990296,0.5663228708253947
shape-priority,4,100.0,0.04398777846274084,27.212060078475698,0.6434023258872849
shape-priority,4,105.0,0.03389356468587914,29.86476409732261,0.7260038352403296
shape-priority,4,110.0,0.02923592624754889,31.835815223837965,0.777859849377825
shape-priority,4,115.0,0.03012635451779218,32.35269973877563,0.7762408783204426
shape-priority,4,120.0,0.023395587472153097,32.87328492030707,0.8019058681398229
shape-priority,4,125.0,0.02804339674725945,32.654365548620454,0.7990447317044596
shape-priority,4,130.0,0.018949133054712103,33.8093496861626,0.8019705053728845
shape-priority,4,135.0,0.02078092518319119,34.0877408700816,0.8214071111597719
shape-priority,4,140.0,0.018778504395838256,32.64407706060466,0.8115520054514141
shape-priority,5,25.0,0.1313863913257517,0.37981662270521377,0.0
shape-priority,5,30.0,0.12784333781620066,0.9945919258461311,0.003098683303447566
shape-priority,5,35.0,0.1269007092333396,0.4110549572825797,0.0
shape-priority,5,40.0,0.12612613844556503,0.0,0.006589959910054202
shape-priority,5,45.0,0.12677709269497184,0.2318725248036446,0.014433688923311622
shape-priority,5,50.0,0.12364697100622837,0.5838612368905858,0.016003186062418472
shape-priority,5,55.0,0.1302607329253882,1.6552398889991715,0.02885546672407956
shape-priority,5,60.0,0.12333643078142431,1.3413604149154985,0.04378915757857436
shape-priority,5,65.0,0.12147923126774425,2.3603513780276635,0.060954699783916245
shape-priority,5,70.0,0.1215324131646354,4.560733750699246,0.08267770611331543
shape-priority,5,75.0,0.1110437847542112,6.395007266646817,0.17051257816089835
shape-priority,5,80.0,0.10224149427845863,10.165420157993728,0.22744376032577515
shape-priority,5,85.0,0.08994843398940791,13.933278493338044,0.3648369245787281
shape-priority,5,90.0,0.06211457756238602,18.696614833978987,0.46166612603994955
shape-priority,5,95.0,0.048989970648294245,23.89828137563184,0.5654041600546313
shape-priority,5,100.0,0.043006156776739954,28.110449122782242,0.6544303405790449
shape-priority,5,105.0,0.032095817743350775,29.33886380000438,0.7140467950235719
shape-priority,5,110.0,0.027539490844746866,29.73018604107993,0.7577570571770552
shape-priority,5,115.0,0.02902452833939264,31.697560175027007,0.7856871164054253
shape-priority,5,120.0,0.02220428917812274,31.859613864734875,0.7979889847201231
shape-priority,5,125.0,0.02427688461372562,32.89026953664185,0.807585286668928
shape-priority,5,130.0,0.02300893211932587,32.90783895824385,0.8122202228490449
shape-priority,5,135.0,0.025421738146580716,32.79153048426557,0.8091490164014654
shape-priority,5,140.0,0.016000205203751488,31.530575774982797,0.8060011322426524
balanced,1,25.0,0.1324209993444741,0.0,0.0
balanced,1,30.0,0.12364574130214484,0.28421911632766633,0.0
balanced,1,35.0,0.13000904806106245,0.0,0.0
balanced,1,40.0,0.12638663846976347,0.3310229897784569,0.0035465504502764
balanced,1,45.0,0.12700656848472758,0.32497906744415894,0.0
balanced,1,50.0,0.13282235595793085,0.8919408678774152,0.003584636143433618
balanced,1,55.0,0.12191471304728609,1.167662242712211,0.020968243487559685
balanced,1,60.0,0.1249761384639581,1.3735869040230875,0.028601703766207957
balanced,1,65.0,0.12116762705257131,2.6958485672268124,0.07920280696164111
balanced,1,70.0,0.11791299347555867,4.937503486325294,0.09976060184516142
balanced,1,75.0,0.11041420849923439,8.473784018847786,0.1429706797559848
balanced,1,80.0,0.10011941348679992,11.564322305902447,0.19933051665144236
balanced,1,85.0,0.08738091045873843,19.172104085479134,0.3374803007994448
balanced,1,90.0,0.074553157813022,22.543314333560208,0.47203747300102883
balanced,1,95.0,0.058841449130338785,27.576086990770573,0.5544848765236142
balanced,1,100.0,0.04582282764956812,32.62610334572903,0.6536845588196746
balanced,1,105.0,0.04060298288919667,36.310712462116065,0.7252189876818034
balanced,1,110.0,0.031218542310780917,39.81356688463293,0.7571067280747935
balanced,1,115.0,0.02912659312119465,39.56471174125354,0.7570245275390708
balanced,1,120.0,0.030812333299754944,40.45285076786729,0.7832537203202165
balanced,1,125.0,0.031009232351892718,40.06312095088657,0.8119687228308009
balanced,1,130.0,0.03137404902068274,43.04408785724904,0.7890720240636544
balanced,1,135.0,0.03283880633531453,43.96174134414749,0.7973367561941022
balanced,1,140.0,0.029012463514097624,42.00820600036605,0.8083835988918369
balanced,2,25.0,0.12912011473981239,0.6726114720108507,0.010027805723060342
balanced,2,30.0,0.12893066841004872,0.0,0.0009315527174048633
balanced,2,35.0,0.12425284969008629,0.7666708081013783,0.0
balanced,2,40.0,0.1341356451580759,1.1068029990057113,0.0001004809671760437
balanced,2,45.0,0.130160953759323,1.657829550000205,0.010331149566358128
balanced,2,50.0,0.12695079557058508,1.5243878538509499,0.014630573534699093
balanced,2,55.0,0.12704135814770096,1.6022036357706362,0.04042835215362095
balanced,2,60.0,0.13115643415393252,1.6483546256743817,0.04031051420279058
balanced,2,65.0,0.12367525835084542,2.2630370980842045,0.046174793570868074
balanced,2,70.0,0.11922284945625755,4.141839384309035,0.09602518768146785
balanced,2,75.0,0.11505852055218739,7.710636955779174,0.17253143043406005
balanced,2,80.0,0.09152604712110818,11.910712262100613,0.23550417584964847
balanced,2,85.0,0.08666380165434608,18.58795260499867,0.3508352304926742
balanced,2,90.0,0.07178949283180926,23.21262044303621,0.452618936913505
balanced,2,95.0,0.057882130913511264,29.634469857900843,0.5587897454654108
balanced,2,100.0,0.04666605786855323,33.42567307196029,0.6592295564297421
balanced,2,105.0,0.03913137670525524,35.94099164010299,0.7134745666604548
balanced,2,110.0,0.03837794675306435,39.17703625437458,0.7641343981270126
balanced,2,115.0,0.03434953176263751,39.5963079039825,0.7770136926363974
balanced,2,120.0,0.03202187808253368,41.13040712301885,0.7880778922625847
balanced,2,125.0,0.03558869703461133,42.035218950958054,0.7930135440316949
balanced,2,130.0,0.0323800491451606,41.46580209905817,0.8173222181818516
balanced,2,135.0,0.031603906254123536,42.11458506787796,0.8289626205807452
balanced,2,140.0,0.031827340774519826,42.88100553991963,0.8213189030197761
balanced,3,25.0,0.1286941741239549,0.0,0.0
balanced,3,30.0,0.1325278556989958,0.06721510378992067,0.0008990091812317109
balanced,3,35.0,0.12752213400675136,1.0333342587534982,0.0
balanced,3,40.0,0.12591306878896094,0.0,0.016566262517037703
balanced,3,45.0,0.12391321128794908,0.0020726492957619524,0.015054605460250104
balanced,3,50.0,0.1308867266518854,0.5335090280420448,0.006543019881119314
balanced,3,55.0,0.1246390954437024,1.0897687630137296,0.035302854206666116
balanced,3,60.0,0.12900785787658528,1.398039771934883,0.019402676977096925
balanced,3,65.0,0.11990362076345279,4.000942961688555,0.04417718130875253
balanced,3,70.0,0.11866978530115767,4.835955710996165,0.09456621657560413
balanced,3,75.0,0.10868139180842157,7.739750453128988,0.15691980754540713
balanced,3,80.0,0.0969039557704865,11.848267446966242,0.2317386412979334
balanced,3,85.0,0.0904406414705014,18.30491081029124,0.34509839238431766
balanced,3,90.0,0.0729676859872906,23.828964089717104,0.4640278522513736
balanced,3,95.0,0.062277550942360684,28.457780654345143,0.5626472125914838
balanced,3,100.0,0.05045588090857625,32.98235372998131,0.6623381267620277
balanced,3,105.0,0.04684524637897031,37.103834835837986,0.7230353767613966
balanced,3,110.0,0.032733503904273244,39.13066026816087,0.7445623618984094
balanced,3,115.0,0.03280205020129382,40.29690445634579,0.784626289312965
balanced,3,120.0,0.03169460313363595,40.11889725725217,0.7965038236448594
balanced,3,125.0,0.03186678405723716,42.09464524374831,0.7901603138338427
balanced,3,130.0,0.03232172886234359,42.18309358773417,0.828857343774878
balanced,3,135.0,0.026625634251105656,43.123986738171816,0.8257088495085877
balanced,3,140.0,0.032206667017249516,41.907130587551435,0.8009538584330235
balanced,4,25.0,0.13120117813689725,1.3548203086828918,0.0
balanced,4,30.0,0.12413674569053253,0.0,0.009974344146983099
balanced,4,35.0,0.1264772182168024,0.591216443573426,0.0
balanced,4,40.0,0.12822696954625,0.14520150944276042,0.0
balanced,4,45.0,0.12931241725891365,0.5241326690358253,0.025755497466924168
balanced,4,50.0,0.12820099374450367,0.0,0.0
balanced,4,55.0,0.12379433342628528,0.7908478406523611,0.021449737909424997
balanced,4,60.0,0.12795337250410058,2.1024987044505243,0.01890500001987758
balanced,4,65.0,0.12142044517623653,3.2857500348837263,0.04959890295361508
balanced,4,70.0,0.11780878715069772,5.938302180671581,0.0757293357288262
balanced,4,75.0,0.11096481282595294,8.803426885966255,0.15090944582316668
balanced,4,80.0,0.1002572643837962,13.17737294139467,0.23045124616927257
balanced,4,85.0,0.08780201529591711,16.45697093194371,0.33570184291162675
balanced,4,90.0,0.06949602792469672,23.864207221145428,0.4462077226216592
balanced,4,95.0,0.0619327479908045,27.987716467777435,0.5464734147432398
balanced,4,100.0,0.05314438662729086,33.5170002654674,0.6554520123328839
balanced,4,105.0,0.04353807899316786,36.27813995441826,0.7110531039346369
balanced,4,110.0,0.03822736272231991,39.29411274811287,0.7552222124957135
balanced,4,115.0,0.028382698392533417,40.39593091308169,0.7788472844446224
balanced,4,120.0,0.02863668160598714,41.59132138185212,0.8157428479169906
balanced,4,125.0,0.026531850900613517,40.59232548149714,0.7974737736458556
balanced,4,130.0,0.029291082274345136,40.415750238736045,0.789674752932112
balanced,4,135.0,0.030619718435731563,39.89095008647502,0.7893299687918239
balanced,4,140.0,0.029631696222023836,41.179675660141314,0.7995786593113843
balanced,5,25.0,0.12961783025746718,0.574378800438928,0.0
balanced,5,30.0,0.13042224624131257,0.21378735066307558,0.03389828343606792
balanced,5,35.0,0.12714438326057664,1.0121348155707999,0.0
balanced,5,40.0,0.13182766173948723,0.9870733951649744,0.0
balanced,5,45.0,0.1257893228916633,1.718156956162637,0.010139360818715191
balanced,5,50.0,0.12816128895713844,0.0,0.017778686961380342
balanced,5,55.0,0.1249418861778151,0.006913890725642302,0.0
balanced,5,60.0,0.1281355305142029,1.703691050883637,0.02762483584454326
balanced,5,65.0,0.12522469630102026,1.7635297896575577,0.041470922983678785
balanced,5,70.0,0.11983547971154919,5.002042126633049,0.09614328094593101
balanced,5,75.0,0.11148439046096384,7.8306712831922445,0.15793556102093803
balanced,5,80.0,0.10041552350376638,11.579921904235196,0.2222522078045094
balanced,5,85.0,0.08765747387618791,16.889072908893233,0.3535381653147423
balanced,5,90.0,0.07089298833661052,25.074232107378222,0.4649698954013454
balanced,5,95.0,0.06236010242093807,27.35194187665845,0.563892696229679
balanced,5,100.0,0.045503351423734975,33.17861359618186,0.6754358409197487
balanced,5,105.0,0.04344509044972789,37.343772725618926,0.717390437016897
balanced,5,110.0,0.040022303352070104,37.58589516765485,0.7408916145370044
balanced,5,115.0,0.03325864903872586,40.413506897738955,0.7950705365179794
balanced,5,120.0,0.03095371860151609,40.87320938463697,0.8134608180833023
balanced,5,125.0,0.022279392321134885,41.48092446499067,0.799993876109744
balanced,5,130.0,0.02868096590855344,40.38861921451948,0.8210614602677085
balanced,5,135.0,0.028651305788476206,41.482665080823715,0.8205400668273514
balanced,5,140.0,0.025253773051933447,42.27537973332733,0.837435504278552
force-priority,1,25.0,0.1319464689729828,0.0,0.027092322635309703
force-priority,1,30.0,0.12922823435631464,0.7684733773739865,0.0
force-priority,1,35.0,0.12638425031664655,0.49039695902617586,0.005099140645635481
force-priority,1,40.0,0.1311864701829594,0.35741738016036834,0.008860453455414592
force-priority,1,45.0,0.12418446766312694,0.8076465787466476,0.017772341249778983
force-priority,1,50.0,0.12814493247932518,1.9548937947317877,0.0
force-priority,1,55.0,0.1292157721133847,2.4875249588174766,0.045590272155500655
force-priority,1,60.0,0.12652813048751885,2.7773943929761167,0.050242723258634596
force-priority,1,65.0,0.12278175609706067,2.8527774104080263,0.08754793463993835
force-priority,1,70.0,0.11812695022839034,6.108024645175142,0.09306397856225485
force-priority,1,75.0,0.11061947608035776,9.401240358071322,0.14696122678471243
force-priority,1,80.0,0.10398281845234982,13.906383375939868,0.25389958083509084
force-priority,1,85.0,0.10024702273800652,20.318324515010886,0.3397842974887015
force-priority,1,90.0,0.0775298735079643,29.12185202797425,0.47032518268000706
force-priority,1,95.0,0.07153569952765838,33.88557123351316,0.5657779280345808
force-priority,1,100.0,0.06430120069986149,40.881974637233775,0.6592259694628807
force-priority,1,105.0,0.05395149083071533,45.73447360896326,0.725242450228938
force-priority,1,110.0,0.04907453692196886,48.47112479860928,0.7540498363893983
force-priority,1,115.0,0.04377152427344986,50.077701757980336,0.7695512978869296
force-priority,1,120.0,0.03748715840077455,50.43486371443806,0.8059858413587827
force-priority,1,125.0,0.04473922414022272,49.77619875273438,0.7927926096502016
force-priority,1,130.0,0.04742506242599417,50.48984511774669,0.8005176348412179
force-priority,1,135.0,0.044149508239499174,50.80865489994991,0.8423678525681676
force-priority,1,140.0,0.044999952414384835,49.992600392940474,0.8384346283872689
force-priority,2,25.0,0.12945712128304923,0.044556866749712674,0.0
force-priority,2,30.0,0.13087016184378897,0.0,0.020818808625891815
force-priority,2,35.0,0.12741018594097323,0.04891422854625381,0.0014664704105139801
force-priority,2,40.0,0.12993231561779814,0.4204445611683997,0.0
force-priority,2,45.0,0.12744923311024187,0.0,0.0041766457551460434
force-priority,2,50.0,0.12453059012095144,1.9447580694899076,0.017706564639898177
force-priority,2,55.0,0.12209239248913249,0.9121775422940772,0.019898976138702725
force-priority,2,60.0,0.1323144879339936,1.4624980262419935,0.029720040231771834
force-priority,2,65.0,0.11985287813194666,5.105956383933215,0.05726886412580319
force-priority,2,70.0,0.12102890359500375,6.306541956148157,0.09191498504068077
force-priority,2,75.0,0.1146724116939509,8.924796963059613,0.16233477458601708
force-priority,2,80.0,0.10914635398530549,14.661588399789748,0.24593476371971126
force-priority,2,85.0,0.09713767957574768,20.989636654180448,0.3635365216099287
force-priority,2,90.0,0.07883419110563487,28.597053282401532,0.4521438032583674
force-priority,2,95.0,0.07034886937680726,35.68845824031616,0.5844648758319867
force-priority,2,100.0,0.06317250263322584,40.45046171810927,0.6790733162894967
force-priority,2,105.0,0.05890048953666337,44.03898643830299,0.7071384447490715
force-priority,2,110.0,0.0569430712152106,46.26409002152825,0.738477487393442
force-priority,2,115.0,0.04725007848553572,48.53728690458307,0.7827884914987964
force-priority,2,120.0,0.04556611774768812,49.64832970491299,0.8042242093552674
force-priority,2,125.0,0.04713513826521582,50.45958200227028,0.8108603578597046
force-priority,2,130.0,0.04715856102770349,51.645694640046294,0.819773220216175
force-priority,2,135.0,0.03942113337475099,51.82187295639415,0.8249553589071331
force-priority,2,140.0,0.04662836909119348,50.73500030296103,0.8223686515803945
force-priority,3,25.0,0.12857569153277137,1.307392947401934,0.0012559601769097817
force-priority,3,30.0,0.126142888200203,0.0,0.0
force-priority,3,35.0,0.129128674094819,0.2154797906844239,0.037384163173929036
force-priority,3,40.0,0.13030106631974198,1.179433805098538,0.012260883828054066
force-priority,3,45.0,0.12339888056562669,0.0,0.007493912986245321
force-priority,3,50.0,0.13402866816309664,1.587974080162379,0.015258888294036124
force-priority,3,55.0,0.13028636081531625,0.680431635107181,0.038393264822909806
force-priority,3,60.0,0.12237680179455851,1.5901953545582983,0.03833083174581952
force-priority,3,65.0,0.12455581850171096,2.2246457256874246,0.06846108872781441
force-priority,3,70.0,0.11589916372692036,6.241085929299686,0.091712806968445
force-priority,3,75.0,0.10936338773594871,10.821652375375685,0.15966986169743003
force-priority,3,80.0,0.10361653675924247,15.203410962494607,0.23964837303171277
force-priority,3,85.0,0.09766308597558482,22.11424094959337,0.3755086946295944
force-priority,3,90.0,0.0882207447868425,29.12634228330107,0.45034137045644296
force-priority,3,95.0,0.07398554237725763,34.73673241183903,0.5497500676129533
force-priority,3,100.0,0.06317869341061809,41.12793473976191,0.6507044311671213
force-priority,3,105.0,0.05337643863557869,44.39548281481228,0.7019074666628743
force-priority,3,110.0,0.05025160826964609,46.48440885130458,0.7483076380305852
force-priority,3,115.0,0.05099802570902273,48.887248070795344,0.7881215150209122
force-priority,3,120.0,0.04813956663653112,50.04708301954244,0.8007046164064787
force-priority,3,125.0,0.04518226536798028,51.175876613328185,0.8021400334817907
force-priority,3,130.0,0.04380488952247332,50.56325226334157,0.8115223610270201
force-priority,3,135.0,0.04356817854020187,50.72778150020176,0.8132540191182911
force-priority,3,140.0,0.04548053280520996,50.82541615662689,0.8060239905880069
force-priority,4,25.0,0.128629956718959,0.0,0.0
force-priority,4,30.0,0.12968246343766035,0.0,0.0
force-priority,4,35.0,0.12993030673320483,0.0,0.0
force-priority,4,40.0,0.13003466098442876,0.8944916461963746,0.001063222783520576
force-priority,4,45.0,0.13169796196145275,0.0,0.004477331410075874
force-priority,4,50.0,0.13275006475056247,0.4264759101257501,0.016511302856955602
force-priority,4,55.0,0.12281684514846349,2.055263989016078,0.029575846410853493
force-priority,4,60.0,0.12734264081379357,2.402414411420775,0.03278742137290061
force-priority,4,65.0,0.12437858997908202,4.945484187698735,0.05266089266302592
force-priority,4,70.0,0.11563232994584487,7.1282957076402464,0.08904509343325473
force-priority,4,75.0,0.11117634514919267,9.412648540429476,0.17443960063121816
force-priority,4,80.0,0.10751779322911803,16.09993046618103,0.25014467461347695
force-priority,4,85.0,0.0952102093243852,19.818025771299663,0.3356775701460853
force-priority,4,90.0,0.08637538660963634,29.497376797614933,0.4624961013576468
force-priority,4,95.0,0.07224564039667836,34.66670033874724,0.557628709445655
force-priority,4,100.0,0.06134572996279957,40.052324216530614,0.6641196740224254
force-priority,4,105.0,0.04849282336394148,45.78797048401681,0.7161210651162931
force-priority,4,110.0,0.05086271643034438,46.5725827302232,0.7428535057327788
force-priority,4,115.0,0.046398285882280524,49.09711560252972,0.777059722134836
force-priority,4,120.0,0.04632273144673799,49.88571494395782,0.7906386441867946
force-priority,4,125.0,0.04917704359201388,51.697388674333986,0.7829277316890664
force-priority,4,130.0,0.048414339971848096,50.721060862053804,0.795336040680826
force-priority,4,135.0,0.045307066596587155,50.676409932017734,0.8032575548147639
force-priority,4,140.0,0.048145985714934524,50.94516761222751,0.8270791773076542
force-priority,5,25.0,0.12834019475111244,0.0,0.006818255147416886
force-priority,5,30.0,0.13286117065253886,0.0,0.000742734653858863
force-priority,5,35.0,0.1352095312252368,0.562441590952072,0.005723619025139999
force-priority,5,40.0,0.12993056171537645,0.699454646431688,0.011686594209723487
force-priority,5,45.0,0.13020139935634573,1.8203074039149947,0.0
force-priority,5,50.0,0.13270118879618095,3.476079842312649,0.0
force-priority,5,55.0,0.12493077607214602,1.9650868275169047,0.019482214171684744
force-priority,5,60.0,0.12950401316803856,3.30313056702332,0.04969005830885177
force-priority,5,65.0,0.12084719198886495,2.373844034415507,0.06117940563967289
force-priority,5,70.0,0.12170751718410991,5.783637620294908,0.08642952270294424
force-priority,5,75.0,0.11144780688555199,11.617944221171111,0.179067515069375
force-priority,5,80.0,0.10443217856304804,14.585531571396608,0.22488631749752452
force-priority,5,85.0,0.09732943883807367,20.82949483111242,0.3309823121354686
force-priority,5,90.0,0.08044161387161593,26.923227344025534,0.4633708444190664
force-priority,5,95.0,0.0735580041032264,35.45391405613552,0.5735384171500235
force-priority,5,100.0,0.06068246327873557,37.887469713524176,0.6336704496236677
force-priority,5,105.0,0.05372239631739058,44.53347543286837,0.7193168051645334
force-priority,5,110.0,0.05609667308724449,48.47991254949557,0.7448342614066147
force-priority,5,115.0,0.05087945521178511,47.23724381897435,0.7848564002020856
force-priority,5,120.0,0.05364608974357599,49.965069607256595,0.7788646119965912
force-priority,5,125.0,0.048164074770866115,48.99626222608134,0.8058253195486579
force-priority,5,130.0,0.04116972011013413,48.89341838599284,0.7976589136193871
force-priority,5,135.0,0.04170830178835064,50.660610449022926,0.8171426697432609
force-priority,5,140.0,0.049272726875450264,49.58633944767231,0.8434789993279092
