case_id,WT_energy_mJ,Frank_energy_mJ,shape_error,blocking_force_mN,peak_stress_MPa
51,1.803064008730305,0.15352399816003431,0.055248585177347945,35.08320119377172,0.7240403416213249
52,1.237662687935985,0.5098196938666356,0.057358187337161144,36.137312938026504,0.7166786959795722
53,1.991412407070603,0.08606249495784926,0.059876737224102194,36.13014064827267,0.7333393209760003
54,1.333164397891891,0.08491350586071127,0.07430794847470533,31.493874599478364,0.6515984892001132
55,1.8013711401267714,0.24488619001890483,0.05114366152909198,38.4441224064999,0.7464762213037743
56,1.9794402185551079,0.2659290630427374,0.03682269340419534,39.087077008059815,0.8106915305780173
57,2.362723424854657,0.23285213675501593,0.04688450979567119,40.781769628722586,0.8065849268080927
58,1.0014494578628736,0.1462601748868277,0.08555141312472045,30.627558940331607,0.6498477539767472
59,2.340068862230546,0.3618029468422758,0.0374857234583151,41.97270645331015,0.7861010483763274
60,1.9587073357636875,0.1701403907733513,0.055688050619133754,37.11085650625135,0.7444819252568153
61,2.1562852818324796,0.14976257422036282,0.05517897227560177,38.80860526093652,0.764595029499615
62,1.6816311173840304,0.3998615725706102,0.058843947616606475,38.08941222912291,0.7633874785641579
63,2.114586154589083,0.4844155155470491,0.04014244641407354,40.165916155687384,0.8409687408684151
64,0.8320190466403745,0.4496057710259145,0.0635832569219356,31.09454189670107,0.665380826948644
65,1.2145054599993903,0.26633205605469085,0.07415423317815448,32.84833769820392,0.6868223869712069
66,2.0789061062844003,0.1965971537836699,0.046596636901640925,37.977990926505846,0.7656209578551656
67,2.185581228670803,0.4341061321513674,0.039412221733867894,41.52008886313622,0.8813993992830544
68,1.3202087112966503,0.5392347523230574,0.05296998317907228,35.42648047624431,0.7331576432347997
69,1.3059486022585398,0.08655266929753991,0.06609472922076992,30.94989348058782,0.6492550405738088
70,0.9665762903115115,0.4260613678383347,0.08016349480321243,33.06764447144833,0.7236442905275442
71,1.5623136395513648,0.32168983216609537,0.060593016816762366,37.05985726813633,0.7109027290601183
72,2.1952293118868944,0.29031218376007584,0.059437018493986804,41.0988973450665,0.8125133100832037
73,2.2669263877918477,0.4689575318176723,0.0398937262710544,41.077982541860735,0.8574062049064785
74,1.1731291961108028,0.2142851737807308,0.06848630802058218,31.59587046727428,0.7124553685569712
75,2.18260719297012,0.09977029670299865,0.050758970430657815,38.33951219087727,0.7558979427473742
76,1.3605352659386987,0.36138160950450465,0.06482455774862156,34.844203992891906,0.7212628143289632
77,1.4465743814548204,0.2949535769362383,0.06394528363551527,36.45568842509336,0.7354263505765255
78,1.1772527551362597,0.11717058275356579,0.07743690636281303,29.210363235335993,0.6161940044066081
79,1.2000549123077033,0.14276754804069097,0.08324063175508896,32.44393543422505,0.6651594616666301
80,0.9793493910446712,0.4423635044971784,0.07416899002793374,32.57918191059558,0.6757083479410793
81,0.8700052736354267,0.16426294927497317,0.09158402112129552,29.592683432131487,0.6350980126595333
82,1.1408783817714294,0.3671914599120272,0.06801403038639534,34.648938275258544,0.6909564961226532
83,1.092599023068125,0.24541556510346613,0.08803536384378782,34.039406316270146,0.70328262387116
84,1.3212457616211124,0.14137765803299362,0.059955811316913105,34.51511822811517,0.6462693035285637
85,2.1239391679931536,0.13904879801579104,0.055887768146778316,36.54101039026349,0.7915005907499555
86,0.9151052980971639,0.4493642113520964,0.060074179897564986,30.259217565940546,0.68043187539857
87,2.2895100542213145,0.2689740938477011,0.04781357122123686,41.064214512855415,0.8052559121633678
88,1.5936078177286563,0.22428651987746728,0.0660758886824604,37.57508331566705,0.7640150321982079
89,1.4404322732501804,0.48550216953961484,0.0545132930790865,34.85692314544943,0.7766960243977008
90,1.3249707013610617,0.5124345372782388,0.06041467595468769,36.02231413328991,0.7777659424515222
91,1.8438338041322173,0.5035809049600076,0.04926449880195573,39.4642777955886,0.814808796183665
92,1.603284446433844,0.17889014910397505,0.051823043497399995,35.490360455183826,0.7130590447065547
93,1.6865668156031948,0.2411254588768601,0.061465152535338845,36.43614479840269,0.7316293442269255
94,1.0270816822712638,0.4277216125903906,0.06647011566501061,32.78992960789773,0.6604581362765372
95,1.0891468520093361,0.15369039378361382,0.09010108382575902,30.022825062134178,0.6839465120754503
96,2.1557293405350024,0.2109388683164931,0.05868534479279369,39.31694166462904,0.7673373282485347
97,1.4341802389107514,0.08319721680342634,0.07465449048757847,30.93122048921276,0.7004133806949979
98,1.4730601421982898,0.25405865735835526,0.06056311478749549,32.898532638928536,0.6699045706804856
99,1.891037683561522,0.18751088375277458,0.067473992635352,39.20236733502522,0.7915728430171273
100,2.124874325538449,0.10635937573949095,0.040993500788771856,38.67461388218027,0.7172496396832361
101,0.9297020444466043,0.22919723286666804,0.0729673113395324,29.4027729385354,0.6805711857719176
102,1.0333564959811747,0.27257162364724374,0.07698332692761498,32.17561777788742,0.6736904643887694
103,1.7196719960082507,0.26419638131401124,0.049835929764818626,35.82903415262757,0.773602153344575
104,2.0145845471106902,0.36137320595384187,0.04837273696889683,41.77571375688129,0.7626961174899132
105,2.0033285138751387,0.4959960448198246,0.04967477679516246,41.97606037800248,0.8086080247390688
106,1.2091352349439792,0.4216716518334522,0.06164166917014486,35.22761783189532,0.7271080033781508
107,2.1877271845045403,0.39958662869742806,0.0438522132083807,42.16069306498935,0.8933037683505823
108,1.2032289603484503,0.39813518073914705,0.06348888234732974,34.372307312118444,0.7247444370847556
109,1.9386796408438012,0.18373172559428652,0.04664331082202788,38.04726004899333,0.713420355442234
110,1.3995992533426167,0.09331704442467977,0.0760599485612451,31.07429035661894,0.7161370758893508
111,1.8707234554161103,0.1471221654665415,0.05146460883989141,36.47318135740043,0.7343800241623218
112,1.099990516083224,0.4558002125837986,0.05934270827271315,34.795328218993234,0.7215254679571874
113,2.173989537477542,0.09270863303717969,0.05665264104436186,36.40268296513695,0.7749679692823578
114,0.982661278638598,0.5372134546038058,0.07346068291253802,34.012439686206854,0.7083121811705978
115,0.8817317835863125,0.35820721005139594,0.06617082354378113,32.13126873525629,0.630185006566888
116,2.164750567443817,0.22287760580035348,0.0431793721552114,40.63172784684609,0.8529301390503777
117,1.7129729478326756,0.26575129827843863,0.05700944063174642,36.924543423726675,0.7468764719580528
118,2.386769340060192,0.11182077914199415,0.04530199486784713,40.171750078956904,0.7444257301294732
119,1.0447854103573562,0.5027858835082337,0.07316939303239582,33.9593524032456,0.6678909395759761
120,2.376432537740471,0.3649100159155134,0.040303030104777295,42.750417360877954,0.8189887003189937
