task,seed,method,normalized_HV,IGD_plus
DTLZ1_D14,16,PHSEA,0.8106073493316789,0.01667479019559718
DTLZ1_D14,17,PHSEA,0.8248633437435802,0.017488523405717955
DTLZ1_D14,18,PHSEA,0.8299898242798508,0.016380613677395336
DTLZ1_D14,19,PHSEA,0.838785828771873,0.0221713552755835
DTLZ1_D14,20,PHSEA,0.8256538232477264,0.019574775828767113
DTLZ1_D14,1,MSAEA-DM,0.8226715075052454,0.02281508127277459
DTLZ1_D14,2,MSAEA-DM,0.8227624345549676,0.017460302632615377
DTLZ1_D14,3,MSAEA-DM,0.8231610960449137,0.023191110756517946
DTLZ1_D14,4,MSAEA-DM,0.8135306666249306,0.024443196920769808
DTLZ1_D14,5,MSAEA-DM,0.8281401326635456,0.022517744081974985
DTLZ1_D14,6,MSAEA-DM,0.8352681617668598,0.021901512704321197
DTLZ1_D14,7,MSAEA-DM,0.8195854477709483,0.02460799080368917
DTLZ1_D14,8,MSAEA-DM,0.8121072455748035,0.01953604844397423
DTLZ1_D14,9,MSAEA-DM,0.8306015309943473,0.02238819734085499
DTLZ1_D14,10,MSAEA-DM,0.81879538877923,0.022567231866231163
DTLZ1_D14,11,MSAEA-DM,0.81065142398414,0.018878914055485353
DTLZ1_D14,12,MSAEA-DM,0.8244140159084682,0.019610392973442393
DTLZ1_D14,13,MSAEA-DM,0.8094747274509143,0.022136883815068224
DTLZ1_D14,14,MSAEA-DM,0.8141533534787412,0.020486566055909282
DTLZ1_D14,15,MSAEA-DM,0.8367728266907323,0.020969119847995276
DTLZ1_D14,16,MSAEA-DM,0.8324937757365165,0.02119962702914226
DTLZ1_D14,17,MSAEA-DM,0.8264009455515724,0.01678823977878241
DTLZ1_D14,18,MSAEA-DM,0.8211958366316818,0.020834555790605672
DTLZ1_D14,19,MSAEA-DM,0.8157099365338503,0.019912436702425932
DTLZ1_D14,20,MSAEA-DM,0.8263812523967561,0.01855500408276637
DTLZ1_D14,1,AS-SMEA,0.8017477361444162,0.02576485574179189
DTLZ1_D14,2,AS-SMEA,0.8260198800523594,0.02309753480261022
DTLZ1_D14,3,AS-SMEA,0.8097519664995763,0.026130810687600318
DTLZ1_D14,4,AS-SMEA,0.8171027605860237,0.02180146107777424
DTLZ1_D14,5,AS-SMEA,0.8229249062425906,0.019767386273918768
DTLZ1_D14,6,AS-SMEA,0.8129114780870009,0.02033615124279929
DTLZ1_D14,7,AS-SMEA,0.8120028728226013,0.022549671883583363
DTLZ1_D14,8,AS-SMEA,0.8256531562496419,0.020032419928037858
DTLZ1_D14,9,AS-SMEA,0.8357024645794988,0.022338095512957658
DTLZ1_D14,10,AS-SMEA,0.8177979334942092,0.024603063682438107
DTLZ1_D14,11,AS-SMEA,0.804938954485673,0.024353222241507023
DTLZ1_D14,12,AS-SMEA,0.814663733870075,0.022669546512455552
DTLZ1_D14,13,AS-SMEA,0.817915094473286,0.023829500712045693
DTLZ1_D14,14,AS-SMEA,0.8165193572700867,0.02341135855422814
DTLZ1_D14,15,AS-SMEA,0.8156434321689453,0.02463863714920905
DTLZ1_D14,16,AS-SMEA,0.7889168820482464,0.017873943572630283
DTLZ1_D14,17,AS-SMEA,0.8123614151246596,0.0193131416632926
DTLZ1_D14,18,AS-SMEA,0.80196046678303,0.025545131411004212
DTLZ1_D14,19,AS-SMEA,0.8246754644858314,0.02481041143296827
DTLZ1_D14,20,AS-SMEA,0.8278494443619124,0.024186800207859772
DTLZ1_D30,1,Frank-WT MF-PIRN,0.9100440996647329,0.01106867935492964
DTLZ1_D30,2,Frank-WT MF-PIRN,0.8831828000915916,0.011623345981780255
DTLZ1_D30,3,Frank-WT MF-PIRN,0.9182271620075917,0.011054046038267023
DTLZ1_D30,4,Frank-WT MF-PIRN,0.8971910196512862,0.009307417445884581
DTLZ1_D30,5,Frank-WT MF-PIRN,0.9010314759545742,0.013718879710391468
DTLZ1_D30,6,Frank-WT MF-PIRN,0.8998114610718573,0.013817037378341945
DTLZ1_D30,7,Frank-WT MF-PIRN,0.8774533288763374,0.011648488233875747
DTLZ1_D30,8,Frank-WT MF-PIRN,0.9001337014133701,0.0142550065006408
DTLZ1_D30,9,Frank-WT MF-PIRN,0.8942489453239085,0.012638769082250697
DTLZ1_D30,10,Frank-WT MF-PIRN,0.8901657336146106,0.014798329017171664
DTLZ1_D30,11,Frank-WT MF-PIRN,0.8951325971799678,0.010194286040513152
DTLZ1_D30,12,Frank-WT MF-PIRN,0.9113494143503216,0.012725073956049777
DTLZ1_D30,13,Frank-WT MF-PIRN,0.89329384317981,0.01394761126517904
DTLZ1_D30,14,Frank-WT MF-PIRN,0.9085292804032044,0.013971758858094298
DTLZ1_D30,15,Frank-WT MF-PIRN,0.8747279600036603,0.011359424500274167
DTLZ1_D30,16,Frank-WT MF-PIRN,0.8860919450627562,0.012311238925619056
DTLZ1_D30,17,Frank-WT MF-PIRN,0.8948129674521573,0.012506771460299269
DTLZ1_D30,18,Frank-WT MF-PIRN,0.8831613093552296,0.011186074990826701
DTLZ1_D30,19,Frank-WT MF-PIRN,0.8894928117426179,0.011862463614145845
DTLZ1_D30,20,Frank-WT MF-PIRN,0.8966565880426248,0.014048960910679163
DTLZ1_D30,1,MF-HVKG,0.8878713969634833,0.01652867157229273
DTLZ1_D30,2,MF-HVKG,0.8746169660034985,0.014296077779298479
DTLZ1_D30,3,MF-HVKG,0.8873223001611951,0.01764710472079621
DTLZ1_D30,4,MF-HVKG,0.884717421551356,0.016119965085929774
DTLZ1_D30,5,MF-HVKG,0.8857051946593517,0.013230911309623002
DTLZ1_D30,6,MF-HVKG,0.8817457164901001,0.013884201829368363
DTLZ1_D30,7,MF-HVKG,0.8730054370332259,0.0149435385370501
DTLZ1_D30,8,MF-HVKG,0.8829988691404639,0.01632238271459771
DTLZ1_D30,9,MF-HVKG,0.8969486888152832,0.012926113022752225
DTLZ1_D30,10,MF-HVKG,0.8950383288948008,0.010674177458324285
DTLZ1_D30,11,MF-HVKG,0.8981100795578983,0.01563561071460591
DTLZ1_D30,12,MF-HVKG,0.8790117254451768,0.012005735365372975
DTLZ1_D30,13,MF-HVKG,0.8772230277492836,0.015358662332061727
DTLZ1_D30,14,MF-HVKG,0.8844074080752612,0.012053568959404213
DTLZ1_D30,15,MF-HVKG,0.8904093780267252,0.012595250776666645
DTLZ1_D30,16,MF-HVKG,0.8872790532319111,0.01532504656876636
DTLZ1_D30,17,MF-HVKG,0.8776815479907288,0.014867046566961462
DTLZ1_D30,18,MF-HVKG,0.8761751559458427,0.013669507884180808
DTLZ1_D30,19,MF-HVKG,0.885463796737787,0.015337195774755511
DTLZ1_D30,20,MF-HVKG,0.8869145592444652,0.013418935455453914
DTLZ1_D30,1,qLogNEHVI,0.8927619341911146,0.015227513478414906
DTLZ1_D30,2,qLogNEHVI,0.8955728763542459,0.015807336175165446
DTLZ1_D30,3,qLogNEHVI,0.8831077608880276,0.01786565308230186
DTLZ1_D30,4,qLogNEHVI,0.8931304982030709,0.016257464299693283
DTLZ1_D30,5,qLogNEHVI,0.880556106883263,0.019145012785591383
DTLZ1_D30,6,qLogNEHVI,0.8961324993785651,0.016373999478317393
DTLZ1_D30,7,qLogNEHVI,0.8931525379692016,0.014936250448969865
DTLZ1_D30,8,qLogNEHVI,0.8782955230660313,0.014575816179470657
DTLZ1_D30,9,qLogNEHVI,0.8894282291789696,0.01652109442682135
DTLZ1_D30,10,qLogNEHVI,0.8815128819927873,0.016638664362984144
DTLZ1_D30,11,qLogNEHVI,0.8829218457072571,0.01665577571618308
DTLZ1_D30,12,qLogNEHVI,0.8754435473244174,0.017025359151089048
DTLZ1_D30,13,qLogNEHVI,0.892258537973535,0.016294931179099168
DTLZ1_D30,14,qLogNEHVI,0.8748930778080592,0.012504807414017268
DTLZ1_D30,15,qLogNEHVI,0.8768652950193918,0.015623559710098022
DTLZ1_D30,16,qLogNEHVI,0.8674046812600065,0.013367476349906971
DTLZ1_D30,17,qLogNEHVI,0.9027927290125348,0.013025202626564827
DTLZ1_D30,18,qLogNEHVI,0.8846106184285258,0.01306505123665268
DTLZ1_D30,19,qLogNEHVI,0.8834402108541847,0.014781462792714355
DTLZ1_D30,20,qLogNEHVI,0.8800824445082888,0.014575766658810906
DTLZ1_D30,1,MOMF,0.8675553208113851,0.021242916229695222
DTLZ1_D30,2,MOMF,0.8671981645789877,0.018029256060855998
DTLZ1_D30,3,MOMF,0.8736136387456723,0.017595733520117677
DTLZ1_D30,4,MOMF,0.8746501309162895,0.02007701199715552
DTLZ1_D30,5,MOMF,0.8737958930049994,0.018798180926716673
DTLZ1_D30,6,MOMF,0.8641785422593604,0.01764632087525217
DTLZ1_D30,7,MOMF,0.8817713358161894,0.018190530714121016
DTLZ1_D30,8,MOMF,0.8868269562732776,0.01816397055727981
DTLZ1_D30,9,MOMF,0.8631277561766991,0.018246136781499042
DTLZ1_D30,10,MOMF,0.8484264184185144,0.019028768969724583
DTLZ1_D30,11,MOMF,0.8782385596632991,0.01838719308219883
DTLZ1_D30,12,MOMF,0.8589126530034453,0.014767281714716068
DTLZ1_D30,13,MOMF,0.8491085715136699,0.02024125540392534
DTLZ1_D30,14,MOMF,0.8690743958822625,0.014170605578480898
DTLZ1_D30,15,MOMF,0.8734850498246839,0.018836079477443684
DTLZ1_D30,16,MOMF,0.8743846882045396,0.015543397486376266
DTLZ1_D30,17,MOMF,0.8581577674583454,0.018807314672415795
DTLZ1_D30,18,MOMF,0.8656678099965784,0.01931975611433092
DTLZ1_D30,19,MOMF,0.8615595443136405,0.018920457604664744
DTLZ1_D30,20,MOMF,0.864293775194587,0.014076735924008505
DTLZ1_D30,1,PHSEA,0.8678643763657514,0.01663986320271519
DTLZ1_D30,2,PHSEA,0.8511482397092531,0.02115951660788918
DTLZ1_D30,3,PHSEA,0.8708615113771027,0.023520328047768477
DTLZ1_D30,4,PHSEA,0.8527044454344168,0.017051190880433276
DTLZ1_D30,5,PHSEA,0.8601109325917905,0.01728071238748961
DTLZ1_D30,6,PHSEA,0.8660687223796947,0.01793440409025883
DTLZ1_D30,7,PHSEA,0.8520448356356917,0.018012960277660774
DTLZ1_D30,8,PHSEA,0.8710627706007499,0.018076897563212083
DTLZ1_D30,9,PHSEA,0.8515952407891637,0.02009918816250106
DTLZ1_D30,10,PHSEA,0.8634097888211091,0.019221557210932695
DTLZ1_D30,11,PHSEA,0.8805501389093167,0.019856177671877966
DTLZ1_D30,12,PHSEA,0.8669984217957325,0.02041084393063513
DTLZ1_D30,13,PHSEA,0.8546814386123943,0.018309233416806556
DTLZ1_D30,14,PHSEA,0.8863583526074834,0.020736592073734277
DTLZ1_D30,15,PHSEA,0.8760289800811083,0.022123255782433328
DTLZ1_D30,16,PHSEA,0.8820546131223784,0.018224301252935726
DTLZ1_D30,17,PHSEA,0.8574766117277454,0.01966967151113399
DTLZ1_D30,18,PHSEA,0.8617018202084117,0.020609691458113723
DTLZ1_D30,19,PHSEA,0.8593324971944797,0.016644060068945442
DTLZ1_D30,20,PHSEA,0.8619363750673336,0.021694207773940655
DTLZ1_D30,1,MSAEA-DM,0.8498329381345276,0.02221263337874781
DTLZ1_D30,2,MSAEA-DM,0.8531076407174094,0.02105004319276364
DTLZ1_D30,3,MSAEA-DM,0.867990741508884,0.019374438828811777
DTLZ1_D30,4,MSAEA-DM,0.8589027608277547,0.022856113545085734
DTLZ1_D30,5,MSAEA-DM,0.8677814151760667,0.021778522114283147
DTLZ1_D30,6,MSAEA-DM,0.8667226427079712,0.020760907916117084
DTLZ1_D30,7,MSAEA-DM,0.8677188896605151,0.02792381569085383
DTLZ1_D30,8,MSAEA-DM,0.8532879335287015,0.023478412767272788
DTLZ1_D30,9,MSAEA-DM,0.8385231680310693,0.01782969194856368
DTLZ1_D30,10,MSAEA-DM,0.8624278821313478,0.020507299349506788
DTLZ1_D30,11,MSAEA-DM,0.8519334831004419,0.022433937397860728
DTLZ1_D30,12,MSAEA-DM,0.8583915821400703,0.021994522613427485
DTLZ1_D30,13,MSAEA-DM,0.862055109405849,0.018433579382832587
DTLZ1_D30,14,MSAEA-DM,0.852610160652848,0.021156464781092493
DTLZ1_D30,15,MSAEA-DM,0.8431722860667332,0.024047030101251816
DTLZ1_D30,16,MSAEA-DM,0.8506117877789197,0.022643031963046557
DTLZ1_D30,17,MSAEA-DM,0.8621169487536707,0.021711344517633843
DTLZ1_D30,18,MSAEA-DM,0.8456900033200238,0.02244701573751211
DTLZ1_D30,19,MSAEA-DM,0.8622008349056828,0.019117965258997557
DTLZ1_D30,20,MSAEA-DM,0.8751018180309524,0.023622652024668508
DTLZ1_D30,1,AS-SMEA,0.8391862636069448,0.023703381226130214
DTLZ1_D30,2,AS-SMEA,0.86108961260087,0.020367033055767484
DTLZ1_D30,3,AS-SMEA,0.8509858855536844,0.02676518928367477
DTLZ1_D30,4,AS-SMEA,0.8422794974006895,0.02465295417536631
DTLZ1_D30,5,AS-SMEA,0.8467925746673528,0.025687769310762665
DTLZ1_D30,6,AS-SMEA,0.8450714336707204,0.025097171390958267
DTLZ1_D30,7,AS-SMEA,0.8437013897948493,0.021651632402276046
DTLZ1_D30,8,AS-SMEA,0.8418280973486792,0.023900101847431486
DTLZ1_D30,9,AS-SMEA,0.8416019182411946,0.023468361911779635
DTLZ1_D30,10,AS-SMEA,0.8539519114197437,0.024917768099240924
DTLZ1_D30,11,AS-SMEA,0.8323264850333578,0.022610744125667628
DTLZ1_D30,12,AS-SMEA,0.8531838844269638,0.02488084554585267
DTLZ1_D30,13,AS-SMEA,0.8409924897562452,0.021687775019398024
DTLZ1_D30,14,AS-SMEA,0.8641579736274498,0.022738831518488992
DTLZ1_D30,15,AS-SMEA,0.8424201429376402,0.01951468946199984
DTLZ1_D30,16,AS-SMEA,0.831618517414619,0.026184197092057996
DTLZ1_D30,17,AS-SMEA,0.8481986764523256,0.019340481941525104
DTLZ1_D30,18,AS-SMEA,0.8388637806872524,0.020718917226325125
DTLZ1_D30,19,AS-SMEA,0.8577336835410689,0.021948339746964213
DTLZ1_D30,20,AS-SMEA,0.8530192235237807,0.022035255062439578
DTLZ2_D14,1,Frank-WT MF-PIRN,0.9161575434433011,0.012224573622783601
DTLZ2_D14,2,Frank-WT MF-PIRN,0.8959042395124217,0.014658385137369292
DTLZ2_D14,3,Frank-WT MF-PIRN,0.9051554894070685,0.011663989210647364
DTLZ2_D14,4,Frank-WT MF-PIRN,0.9137117550489932,0.012352838718812742
DTLZ2_D14,5,Frank-WT MF-PIRN,0.883723406647204,0.012100139293588314
DTLZ2_D14,6,Frank-WT MF-PIRN,0.8977594531247943,0.012167204533152674
DTLZ2_D14,7,Frank-WT MF-PIRN,0.9000974352138349,0.012819140481686574
DTLZ2_D14,8,Frank-WT MF-PIRN,0.9291510142440551,0.011118911869873946
DTLZ2_D14,9,Frank-WT MF-PIRN,0.9076232611061161,0.011571108653063242
DTLZ2_D14,10,Frank-WT MF-PIRN,0.9019954666272483,0.010873150934649915
DTLZ2_D14,11,Frank-WT MF-PIRN,0.9072647751795757,0.015411942027004043
DTLZ2_D14,12,Frank-WT MF-PIRN,0.8939507693967278,0.014592523650409
DTLZ2_D14,13,Frank-WT MF-PIRN,0.9105762218022062,0.011555087969210825
DTLZ2_D14,14,Frank-WT MF-PIRN,0.8993131615061211,0.013034322867624898
DTLZ2_D14,15,Frank-WT MF-PIRN,0.9031091340191904,0.012311278925986385
DTLZ2_D14,16,Frank-WT MF-PIRN,0.8882201155534004,0.014313194565091421
DTLZ2_D14,17,Frank-WT MF-PIRN,0.910629762068873,0.010382246709592608
DTLZ2_D14,18,Frank-WT MF-PIRN,0.9138817627334018,0.010230296160956933
DTLZ2_D14,19,Frank-WT MF-PIRN,0.9140450779970088,0.013266565872395747
DTLZ2_D14,20,Frank-WT MF-PIRN,0.9181337447108869,0.009965880993368441
DTLZ2_D14,1,MF-HVKG,0.8958673652737175,0.014548211066988045
DTLZ2_D14,2,MF-HVKG,0.8833264340730588,0.012127451510240212
DTLZ2_D14,3,MF-HVKG,0.9105196864223503,0.011941101151169442
DTLZ2_D14,4,MF-HVKG,0.9179908530072143,0.01342828842739992
DTLZ2_D14,5,MF-HVKG,0.9067048893964754,0.00980951475930566
DTLZ2_D14,6,MF-HVKG,0.896931092477447,0.013654874394101945
DTLZ2_D14,7,MF-HVKG,0.9011641823518299,0.013666052394307706
DTLZ2_D14,8,MF-HVKG,0.8987719279567258,0.013807782674441802
DTLZ2_D14,9,MF-HVKG,0.8937022467762192,0.01094403895745884
DTLZ2_D14,10,MF-HVKG,0.9078073542518308,0.01583582947999614
DTLZ2_D14,11,MF-HVKG,0.9014259817520937,0.014688998764801694
DTLZ2_D14,12,MF-HVKG,0.8873232233755637,0.014354272100676507
DTLZ2_D14,13,MF-HVKG,0.8997274885055848,0.011960691593011344
DTLZ2_D14,14,MF-HVKG,0.8902687551120543,0.017371627459787597
DTLZ2_D14,15,MF-HVKG,0.9140841748535357,0.010997447299986118
DTLZ2_D14,16,MF-HVKG,0.8940555561141398,0.01640078547082302
DTLZ2_D14,17,MF-HVKG,0.89808609456557,0.014999740506529876
DTLZ2_D14,18,MF-HVKG,0.9096694644531361,0.012504880820478969
DTLZ2_D14,19,MF-HVKG,0.8839141516555304,0.01176684951512092
DTLZ2_D14,20,MF-HVKG,0.8962163776762505,0.01237798592911785
DTLZ2_D14,1,qLogNEHVI,0.8855741056433987,0.01665252536896731
DTLZ2_D14,2,qLogNEHVI,0.8990112891406905,0.016028653570847564
DTLZ2_D14,3,qLogNEHVI,0.891172185115589,0.01299331010764002
DTLZ2_D14,4,qLogNEHVI,0.8800750474648724,0.01741334984927729
DTLZ2_D14,5,qLogNEHVI,0.8902984127506445,0.017599329279381067
DTLZ2_D14,6,qLogNEHVI,0.8915651856781152,0.014771808376451642
DTLZ2_D14,7,qLogNEHVI,0.8785339288522958,0.011310721793633422
DTLZ2_D14,8,qLogNEHVI,0.894953935070195,0.01506635522707958
DTLZ2_D14,9,qLogNEHVI,0.8982108996697936,0.015217642730780998
DTLZ2_D14,10,qLogNEHVI,0.8755603857078802,0.016162648820538483
DTLZ2_D14,11,qLogNEHVI,0.8819709945254043,0.015602758253503317
DTLZ2_D14,12,qLogNEHVI,0.8764562207327126,0.012496922823863311
DTLZ2_D14,13,qLogNEHVI,0.875655063850439,0.016440169442505977
DTLZ2_D14,14,qLogNEHVI,0.8870408580085694,0.014880740256177888
DTLZ2_D14,15,qLogNEHVI,0.9020730497812094,0.013356535990905635
DTLZ2_D14,16,qLogNEHVI,0.8952831658873434,0.014944180738453368
DTLZ2_D14,17,qLogNEHVI,0.8966594625952543,0.01511565306151411
DTLZ2_D14,18,qLogNEHVI,0.8797421885401485,0.015525813646677928
DTLZ2_D14,19,qLogNEHVI,0.8860226765240666,0.01363854242404275
DTLZ2_D14,20,qLogNEHVI,0.9008807360884903,0.014631345114528427
DTLZ2_D14,1,MOMF,0.8634267461512092,0.016142178528377345
DTLZ2_D14,2,MOMF,0.872525711198068,0.015325362385685206
DTLZ2_D14,3,MOMF,0.8748982058455481,0.017010284731856787
DTLZ2_D14,4,MOMF,0.8815476092572534,0.013786845646426748
DTLZ2_D14,5,MOMF,0.8697937570088027,0.017732546921074985
DTLZ2_D14,6,MOMF,0.8720233638159347,0.018229860345229353
DTLZ2_D14,7,MOMF,0.8823503794140174,0.015091757310276673
DTLZ2_D14,8,MOMF,0.8848884881404332,0.01707710706282953
DTLZ2_D14,9,MOMF,0.887271185370746,0.014832846967009247
DTLZ2_D14,10,MOMF,0.8790215521171095,0.013758041615697198
DTLZ2_D14,11,MOMF,0.8834797040356726,0.01934694703246536
DTLZ2_D14,12,MOMF,0.8740428805677782,0.017132876997573612
DTLZ2_D14,13,MOMF,0.8684887845244985,0.018029922962517313
DTLZ2_D14,14,MOMF,0.8797069571049099,0.01806117781187525
DTLZ2_D14,15,MOMF,0.8713207610151333,0.018810969607633673
DTLZ2_D14,16,MOMF,0.8827952951740018,0.018436368306930018
DTLZ2_D14,17,MOMF,0.8798931826904768,0.016695519708730292
DTLZ2_D14,18,MOMF,0.8685496669034132,0.018781093095472975
DTLZ2_D14,19,MOMF,0.8741359132199834,0.015775675260548915
DTLZ2_D14,20,MOMF,0.8756125907169493,0.01544779217367379
DTLZ2_D14,1,PHSEA,0.8798129451674823,0.019842876981303104
DTLZ2_D14,2,PHSEA,0.8769116224147291,0.018203773130112573
DTLZ2_D14,3,PHSEA,0.9067559169978151,0.020064560654346107
